taxonomy,rows,firms,bndes_rows,bndes_value_total,rows_missing_emp,bndes_rows_missing_emp,bndes_value_missing_emp,share_bndes_value_missing_emp,rows_zero_emp,bndes_rows_zero_emp,bndes_value_unclassified_s4,share_bndes_value_unclassified_s4
S4,44181405,6460955,696321,23272175718669.2,3475355,101470,570336731213.908,0.0245072372307837,0,0,4868634132435.98,0.209204080928725
