outcome,instrument,office,cnae_section,beta_hat,se,t_stat,p_value,n_obs,joint_F,joint_p,rejects_5pc_joint
log_gdp,Z_pres_coalition_cycle_specific_D_future,pres,D,0.590416619819466,1.07199284367168,0.550765448953217,0.581816564627335,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_gov_coalition_cycle_specific_O_future,gov,O,9.31574589599959,19.8122949408875,0.470200243020523,0.638230373022348,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_J_future,mayor,J,0.0558359713692234,0.143907413708178,0.387999269325,0.698031404138033,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_S_future,mayor,S,-0.141605543693586,0.388385320178915,-0.364600659026848,0.715423366386354,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_pres_coalition_cycle_specific_K_future,pres,K,0.0499735331548438,0.166160574142404,0.300754456421263,0.763612966983641,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_gov_coalition_cycle_specific_F_future,gov,F,0.0227566727155549,0.0772424290297425,0.294613634001493,0.768300026901198,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_pres_coalition_cycle_specific_L_future,pres,L,0.236694489230354,0.842196468231356,0.281044267173693,0.778686887978707,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_M_future,mayor,M,0.0459850280915622,0.187407694459174,0.245374279984965,0.806175683436107,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_gov_coalition_cycle_specific_L_future,gov,L,0.258226937428859,1.07504508774113,0.240201030053021,0.810183256158877,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_R_future,mayor,R,0.0583896865290821,0.261925293663847,0.222924963497488,0.823602082837985,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_I_future,mayor,I,0.0198444513779549,0.099204813278343,0.200035166865105,0.841460381536725,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_A_future,mayor,A,0.0066269377769085,0.083404499282584,0.0794553990961047,0.936673260590106,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_F_future,mayor,F,0.0031102385475867,0.0521947987287125,0.0595890514637764,0.952485076639155,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_pres_coalition_cycle_specific_A_future,pres,A,0.00428878430121335,0.0932184686702909,0.0460078819400323,0.963305617304317,61180,2.38977155217827,2.02419713847422e-08,FALSE
log_gdp,Z_mayor_coalition_cycle_specific_C_future,mayor,C,-0.00180925076748188,0.0540482040058057,-0.0334747620344153,0.973297191176044,61180,2.38977155217827,2.02419713847422e-08,FALSE
