outcome,instrument,office,cnae_section,beta_hat,se,t_stat,p_value,n_obs,joint_F,joint_p,rejects_5pc_joint
delta_log_gdp,Z_pres_coalition_cycle_specific_H_future,pres,H,-0.0306893762306968,0.0234456354649091,-1.30895902892585,0.190602238221329,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_gov_coalition_cycle_specific_B_future,gov,B,0.159184573659166,0.127905837283601,1.24454502655896,0.213351411357686,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_mayor_coalition_cycle_specific_A_future,mayor,A,-0.0720902938661082,0.0579642558413799,-1.24370256841362,0.213661399586054,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_pres_coalition_cycle_specific_E_future,pres,E,-0.119612093254051,0.0968337177664772,-1.23523185944906,0.216796333519611,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_pres_coalition_cycle_specific_S_future,pres,S,0.23615785314649,0.196056360386378,1.20454063658574,0.228431873611659,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_gov_coalition_cycle_specific_E_future,gov,E,-0.114727795013811,0.0956227056405341,-1.19979657807526,0.230269392986228,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_gov_coalition_cycle_specific_Q_future,gov,Q,0.163531765004312,0.13631715784602,1.1996418322412,0.230329507327423,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_gov_coalition_cycle_specific_N_future,gov,N,0.050511841883699,0.0456513153820154,1.10647067802998,0.2685706414652,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_pres_coalition_cycle_specific_L_future,pres,L,0.400281030013803,0.369438235530859,1.08348565881013,0.278639819750419,55614,1.6118631594931,0.00235639726066933,FALSE
delta_log_gdp,Z_pres_coalition_cycle_specific_I_future,pres,I,0.070656135969526,0.0671957825345821,1.0514965866074,0.293076199724093,55614,1.6118631594931,0.00235639726066933,FALSE
