muni_id,year,recipient_class,value_dis,n_loans
211220,2002,productive_firm,521642,6
352850,2002,productive_firm,1053540,9
412630,2002,productive_firm,1711941,14
353530,2002,productive_firm,445038,3
431937,2002,productive_firm,169272,4
351905,2002,productive_firm,526339,8
430350,2002,productive_firm,3182199,22
330580,2002,productive_firm,12315090,32
420380,2002,productive_firm,9840650,26
330330,2002,productive_firm,19133589348,70
354130,2002,productive_firm,470249,4
430280,2002,productive_firm,179442,3
431790,2002,productive_firm,328649,6
310640,2002,productive_firm,433538,3
410420,2002,productive_firm,6128689,32
312610,2002,productive_firm,1354170,21
291630,2002,productive_firm,2243580,4
261370,2002,productive_firm,543938,4
352230,2002,productive_firm,4322555,30
313720,2002,productive_firm,3119059,18
330480,2002,productive_firm,1734831,6
432010,2002,productive_firm,1329577,13
351050,2002,productive_firm,684696,4
355100,2002,productive_firm,2565730,14
150013,2002,productive_firm,120817,2
353430,2002,productive_firm,6810984,13
350280,2002,productive_firm,11177643,54
317210,2002,productive_firm,2324286,5
410120,2002,productive_firm,89120,2
316810,2002,productive_firm,189510,10
355350,2002,productive_firm,455146,4
314980,2002,productive_firm,325262,10
411660,2002,productive_firm,198270,2
521460,2002,productive_firm,530119174,11
520800,2002,productive_firm,890053,11
411910,2002,productive_firm,829945,7
310930,2002,productive_firm,714916,4
320250,2002,productive_firm,1677514,12
430660,2002,productive_firm,193744,2
430230,2002,productive_firm,119440,1
355250,2002,productive_firm,5917274,21
411430,2002,productive_firm,1128563,10
330110,2002,productive_firm,238750,1
500660,2002,productive_firm,2676748,15
411980,2002,productive_firm,736235,5
310820,2002,productive_firm,294320,3
313670,2002,productive_firm,27712331,105
510700,2002,productive_firm,48992,2
320520,2002,productive_firm,2235364464,58
260850,2002,productive_firm,10849955,10
350635,2002,productive_firm,450261,4
290800,2002,productive_firm,57602,2
351950,2002,productive_firm,840250,5
412700,2002,productive_firm,258963,2
211200,2002,productive_firm,2645057,12
421160,2002,productive_firm,9287016,21
260410,2002,productive_firm,809064904,9
311330,2002,productive_firm,403232,5
313930,2002,productive_firm,163764,2
410410,2002,productive_firm,76900,2
352730,2002,productive_firm,872960,11
350630,2002,productive_firm,218363,5
352510,2002,productive_firm,1721600,3
317103,2002,productive_firm,217890,7
240940,2002,productive_firm,177952,2
355070,2002,productive_firm,1284399,12
354300,2002,productive_firm,51200,3
430770,2002,productive_firm,6367340,20
150590,2002,productive_firm,152440,1
320260,2002,productive_firm,8547494,31
510730,2002,productive_firm,1210698,5
291735,2002,productive_firm,38250,1
431477,2002,productive_firm,15000,1
291750,2002,productive_firm,347155,4
421800,2002,productive_firm,963090,9
314710,2002,productive_firm,2411309,24
432130,2002,productive_firm,676289,6
292890,2002,productive_firm,2497765,12
420880,2002,productive_firm,535833,10
421730,2002,productive_firm,433838,7
314810,2002,productive_firm,2012750,34
316940,2002,productive_firm,2635486,17
150760,2002,productive_firm,35000,1
432280,2002,productive_firm,7444421,22
510350,2002,productive_firm,6143510,9
510787,2002,productive_firm,5497850,17
431010,2002,productive_firm,97320,3
313840,2002,productive_firm,1593971,11
510190,2002,productive_firm,149000,1
354400,2002,productive_firm,1211705,12
240145,2002,productive_firm,1186249,29
330620,2002,productive_firm,120993,3
240260,2002,productive_firm,268507,5
412625,2002,productive_firm,2554828,26
150530,2002,productive_firm,7590773,7
290750,2002,productive_firm,243200,2
317200,2002,productive_firm,889969,8
310180,2002,productive_firm,180327,3
355650,2002,productive_firm,2343838,13
354490,2002,productive_firm,21362,2
293290,2002,productive_firm,224999,5
313850,2002,productive_firm,44100,1
520620,2002,productive_firm,1368010,13
430590,2002,productive_firm,182030,2
500325,2002,productive_firm,3245230,10
354880,2002,productive_firm,8737170,36
420750,2002,productive_firm,3293336,27
521190,2002,productive_firm,1265479,10
510025,2002,productive_firm,629160,7
330060,2002,productive_firm,1097124,8
500750,2002,productive_firm,14382,1
230640,2002,productive_firm,612380,7
240410,2002,productive_firm,3523195,1
291230,2002,productive_firm,170665,3
431370,2002,productive_firm,1058740,14
420140,2002,productive_firm,2089271,19
351550,2002,productive_firm,1268525,5
421600,2002,productive_firm,358894,5
240810,2002,productive_firm,11765372,69
421640,2002,productive_firm,1571021,4
317020,2002,financial_institution,109890,1
320510,2002,productive_firm,11507912,20
421225,2002,productive_firm,514560,4
420775,2002,productive_firm,131440,4
421750,2002,productive_firm,936724,17
230370,2002,productive_firm,933278,11
353460,2002,productive_firm,2107179,42
430930,2002,productive_firm,2366075,18
314610,2002,productive_firm,4147763,23
421820,2002,productive_firm,3539825,23
420940,2002,productive_firm,863366,5
421610,2002,productive_firm,486026,9
420070,2002,productive_firm,264636,3
260005,2002,productive_firm,8617834,18
310260,2002,productive_firm,179607,3
351440,2002,productive_firm,275778,4
421400,2002,productive_firm,665145,11
432040,2002,productive_firm,1203243,16
210300,2002,productive_firm,110881,3
431650,2002,productive_firm,1708243,5
411810,2002,productive_firm,690870,2
412680,2002,productive_firm,1196156,5
313510,2002,productive_firm,916391,7
330185,2002,productive_firm,165029,3
314800,2002,productive_firm,2163241,20
500110,2002,productive_firm,69615,1
350115,2002,productive_firm,115240,2
330630,2002,productive_firm,16524302461,33
421545,2002,productive_firm,588744,6
350920,2002,productive_firm,10154250,31
431880,2002,productive_firm,735827,12
521830,2002,productive_firm,4525400,6
500769,2002,productive_firm,2687253,17
410450,2002,productive_firm,547728,7
315070,2002,productive_firm,1914203,8
412240,2002,productive_firm,3188983,21
431300,2002,productive_firm,97253,2
500220,2002,productive_firm,241884,4
351230,2002,productive_firm,1642510,13
520870,2002,financial_institution,15823226,4
430700,2002,financial_institution,1124401,5
421880,2002,productive_firm,773955,11
311020,2002,productive_firm,61200,1
351160,2002,productive_firm,400927,10
313670,2002,public_entity,9536916577,21
421570,2002,productive_firm,1042911,9
521308,2002,productive_firm,2e+05,1
315490,2002,productive_firm,191996,1
410720,2002,productive_firm,4666977,23
352680,2002,productive_firm,10890298,36
421930,2002,productive_firm,6838238,61
421220,2002,productive_firm,2013195,5
355670,2002,productive_firm,4394773,18
292300,2002,productive_firm,579925,2
420030,2002,productive_firm,20000,1
313800,2002,productive_firm,1326968,10
350430,2002,productive_firm,51600,2
330340,2002,productive_firm,4741432,30
355710,2002,productive_firm,1060844,10
430620,2002,productive_firm,619981,2
420440,2002,productive_firm,174677,5
411790,2002,productive_firm,828263,10
430860,2002,productive_firm,4872775,51
150815,2002,productive_firm,261490,7
421260,2002,productive_firm,195034,4
500710,2002,productive_firm,414000,3
430600,2002,productive_firm,40828,2
291770,2002,productive_firm,4783676,4
410210,2002,productive_firm,1254496,9
350670,2002,productive_firm,2638334,17
311260,2002,productive_firm,14694645,9
421320,2002,productive_firm,3024924,17
420690,2002,productive_firm,571170,8
330390,2002,productive_firm,4093750,27
313375,2002,productive_firm,9054566,18
350970,2002,financial_institution,2316974,1
312510,2002,productive_firm,7840912,6
430245,2002,productive_firm,92800,2
290320,2002,productive_firm,7770368,35
240020,2002,productive_firm,40000,1
421470,2002,productive_firm,337050,8
312570,2002,productive_firm,251611,2
431080,2002,productive_firm,990529,13
421227,2002,productive_firm,58500,2
311800,2002,productive_firm,279430,4
351960,2002,productive_firm,437444,5
355700,2002,productive_firm,461697,8
411040,2002,productive_firm,184636,2
330020,2002,productive_firm,1873050,20
150220,2002,productive_firm,289574,3
421130,2002,productive_firm,494223,3
510515,2002,productive_firm,370221,2
420560,2002,productive_firm,81877,2
291810,2002,productive_firm,1098271,4
313870,2002,productive_firm,126450,4
220380,2002,productive_firm,21123,1
420670,2002,productive_firm,730404,10
