muni_id,year,cycle,n_mt,n_mt_contemp,slack_share
110025,2007,2009,1717,1717,1
110025,2008,2009,1744,1744,1
110025,2009,2013,1895,1895,1
110025,2010,2013,1975,1975,1
110025,2011,2013,2103,2103,1
110025,2012,2013,2237,2237,1
110025,2013,2017,2464,2464,1
110025,2014,2017,2396,2396,1
110025,2015,2017,2460,2460,1
110025,2016,2017,2314,2314,1
110025,2017,2017,2118,2118,1
110026,2002,2005,443,443,1
110026,2003,2005,202,202,1
110026,2004,2005,271,271,1
110026,2005,2009,278,278,1
110026,2006,2009,289,289,1
110026,2007,2009,441,441,1
110026,2008,2009,358,358,1
110026,2009,2013,351,351,1
110026,2010,2013,468,468,1
110026,2011,2013,454,454,1
110026,2012,2013,512,512,1
110026,2013,2017,544,544,1
110026,2014,2017,521,521,1
110026,2015,2017,607,607,1
110026,2016,2017,570,570,1
110026,2017,2017,662,662,1
110028,2002,2005,4519,4519,1
110028,2003,2005,4511,4511,1
110028,2004,2005,4698,4698,1
110028,2005,2009,4929,4929,1
110028,2006,2009,5832,5832,1
110028,2007,2009,6888,6888,1
110028,2008,2009,7763,7763,1
110028,2009,2013,6911,6911,1
110028,2010,2013,7401,7401,1
110028,2011,2013,8977,8977,1
110028,2012,2013,9733,9733,1
110028,2013,2017,10372,10372,1
110028,2014,2017,10904,10904,1
110028,2015,2017,10137,10137,1
110028,2016,2017,10291,10291,1
110028,2017,2017,10765,10765,1
110029,2002,2005,599,599,1
110029,2003,2005,594,594,1
110029,2004,2005,733,733,1
110029,2005,2009,677,677,1
110029,2006,2009,833,833,1
110029,2007,2009,949,949,1
110029,2008,2009,961,961,1
110029,2009,2013,1050,1050,1
110029,2010,2013,1196,1196,1
110029,2011,2013,1293,1293,1
110029,2012,2013,1196,1196,1
110029,2013,2017,1242,1242,1
110029,2014,2017,1339,1339,1
110029,2015,2017,1344,1344,1
110029,2016,2017,1134,1134,1
110029,2017,2017,1104,1104,1
110030,2002,2005,8237,8237,1
110030,2003,2005,9031,9031,1
110030,2004,2005,9337,9337,1
110030,2005,2009,9524,9524,1
110030,2006,2009,11517,11517,1
110030,2007,2009,13596,13596,1
110030,2008,2009,13845,13845,1
110030,2009,2013,13431,13431,1
110030,2010,2013,16065,16065,1
110030,2011,2013,16571,16571,1
110030,2012,2013,17408,17408,1
110030,2013,2017,18908,18908,1
110030,2014,2017,18781,18781,1
110030,2015,2017,19334,19334,1
110030,2016,2017,19285,19285,1
110030,2017,2017,19633,19633,1
110032,2002,2005,841,841,1
110032,2003,2005,913,913,1
110032,2004,2005,1040,1040,1
110032,2005,2009,1097,1097,1
110032,2006,2009,1104,1104,1
110032,2007,2009,1449,1449,1
110032,2008,2009,1398,1398,1
110032,2009,2013,1816,1816,1
110032,2010,2013,2241,2241,1
110032,2011,2013,1644,1644,1
110032,2012,2013,3306,3306,1
110032,2013,2017,2953,2953,1
110032,2014,2017,2954,2954,1
110032,2015,2017,3086,3086,1
110032,2016,2017,2987,2987,1
110032,2017,2017,3258,3258,1
110033,2002,2005,729,729,1
110033,2003,2005,864,864,1
110033,2004,2005,972,972,1
110033,2005,2009,1139,1139,1
110033,2006,2009,1051,1051,1
110033,2007,2009,1321,1321,1
110033,2008,2009,1279,1279,1
110033,2009,2013,1464,1464,1
110033,2010,2013,1534,1534,1
110033,2011,2013,1779,1779,1
110033,2012,2013,1824,1824,1
110033,2013,2017,2004,2004,1
110033,2014,2017,1857,1857,1
110033,2015,2017,1797,1797,1
110033,2016,2017,1765,1765,1
110033,2017,2017,1834,1834,1
110034,2002,2005,1016,1016,1
110034,2003,2005,1000,1000,1
110034,2004,2005,1025,1025,1
110034,2005,2009,1119,1119,1
110034,2006,2009,1052,1052,1
110034,2007,2009,1132,1132,1
110034,2008,2009,1183,1183,1
110034,2009,2013,1310,1310,1
110034,2010,2013,1339,1339,1
110034,2011,2013,1217,1217,1
110034,2012,2013,1361,1361,1
110034,2013,2017,1425,1425,1
110034,2014,2017,1426,1426,1
110034,2015,2017,1345,1345,1
110034,2016,2017,1313,1313,1
110034,2017,2017,1366,1366,1
110037,2002,2005,447,447,1
110037,2003,2005,458,458,1
110037,2004,2005,481,481,1
110037,2005,2009,504,504,1
110037,2006,2009,664,664,1
110037,2007,2009,606,606,1
110037,2008,2009,686,686,1
110037,2009,2013,735,735,1
110037,2010,2013,795,795,1
110037,2011,2013,905,905,1
110037,2012,2013,856,856,1
110037,2013,2017,986,986,1
110037,2014,2017,1024,1024,1
110037,2015,2017,887,887,1
110037,2016,2017,1020,1020,1
110037,2017,2017,1043,1043,1
110040,2002,2005,594,594,1
110040,2003,2005,639,639,1
110040,2004,2005,717,717,1
110040,2005,2009,780,780,1
110040,2006,2009,1024,1024,1
110040,2007,2009,1116,1116,1
110040,2008,2009,1129,1129,1
110040,2009,2013,1215,1215,1
110040,2010,2013,1380,1380,1
110040,2011,2013,1651,1651,1
110040,2012,2013,1587,1587,1
110040,2013,2017,1621,1621,1
110040,2014,2017,1522,1522,1
110040,2015,2017,1475,1475,1
110040,2016,2017,1401,1401,1
110040,2017,2017,1392,1392,1
110045,2002,2005,1398,1398,1
110045,2003,2005,1509,1509,1
110045,2004,2005,1735,1735,1
110045,2005,2009,1877,1877,1
110045,2006,2009,2260,2260,1
110045,2007,2009,2571,2571,1
110045,2008,2009,2561,2561,1
110045,2009,2013,2847,2847,1
110045,2010,2013,2835,2835,1
110045,2011,2013,3449,3449,1
110045,2012,2013,3095,3095,1
110045,2013,2017,3085,3085,1
110045,2014,2017,3478,3478,1
110045,2015,2017,3800,3800,1
110045,2016,2017,3577,3577,1
110045,2017,2017,3450,3450,1
110050,2002,2005,241,241,1
110050,2003,2005,504,504,1
110050,2004,2005,424,424,1
110050,2005,2009,588,588,1
110050,2006,2009,633,633,1
110050,2007,2009,589,589,1
110050,2008,2009,560,560,1
110050,2009,2013,639,639,1
110050,2010,2013,640,640,1
110050,2011,2013,717,717,1
110050,2012,2013,643,643,1
110050,2013,2017,706,706,1
110050,2014,2017,798,798,1
110050,2015,2017,807,807,1
110050,2016,2017,736,736,1
110050,2017,2017,836,836,1
110060,2002,2005,223,223,1
110060,2003,2005,227,227,1
110060,2004,2005,299,299,1
110060,2005,2009,331,331,1
110060,2006,2009,338,338,1
110060,2007,2009,367,367,1
110060,2008,2009,366,366,1
110060,2009,2013,380,380,1
110060,2010,2013,454,454,1
110060,2011,2013,504,504,1
110060,2012,2013,474,474,1
110060,2013,2017,557,557,1
110060,2014,2017,549,549,1
110060,2015,2017,596,596,1
110060,2016,2017,537,537,1
110060,2017,2017,531,531,1
110070,2002,2005,380,380,1
110070,2003,2005,438,438,1
110070,2004,2005,306,306,1
110070,2005,2009,496,496,1
110070,2006,2009,540,540,1
110070,2007,2009,575,575,1
110070,2008,2009,530,530,1
110070,2009,2013,600,600,1
110070,2010,2013,701,701,1
110070,2011,2013,838,838,1
110070,2012,2013,791,791,1
110070,2013,2017,825,825,1
110070,2014,2017,832,832,1
110070,2015,2017,836,836,1
110070,2016,2017,781,781,1
110070,2017,2017,902,902,1
110080,2002,2005,716,716,1
110080,2003,2005,778,778,1
110080,2004,2005,785,785,1
110080,2005,2009,876,876,1
110080,2006,2009,975,975,1
110080,2007,2009,1041,1041,1
110080,2008,2009,1982,1982,1
110080,2009,2013,1759,1759,1
110080,2010,2013,1341,1341,1
110080,2011,2013,1390,1390,1
110080,2012,2013,1393,1393,1
110080,2013,2017,1718,1718,1
110080,2014,2017,1786,1786,1
110080,2015,2017,2116,2116,1
110080,2016,2017,2081,2081,1
110080,2017,2017,2139,2139,1
110090,2002,2005,204,204,1
110090,2003,2005,245,245,1
110090,2004,2005,245,245,1
110090,2005,2009,281,281,1
110090,2006,2009,315,315,1
110090,2007,2009,371,371,1
110090,2008,2009,324,324,1
110090,2009,2013,378,378,1
110090,2010,2013,387,387,1
110090,2011,2013,436,436,1
110090,2012,2013,332,332,1
110090,2013,2017,405,405,1
110090,2014,2017,420,420,1
110090,2015,2017,461,461,1
110090,2016,2017,359,359,1
110090,2017,2017,529,529,1
110092,2002,2005,558,558,1
110092,2003,2005,641,641,1
110092,2004,2005,742,742,1
110092,2005,2009,671,671,1
110092,2006,2009,1278,1278,1
110092,2007,2009,1390,1390,1
110092,2008,2009,1463,1463,1
110092,2009,2013,1794,1794,1
110092,2010,2013,1858,1858,1
110092,2011,2013,1890,1890,1
110092,2012,2013,2548,2548,1
110092,2013,2017,1866,1866,1
110092,2014,2017,2091,2091,1
110092,2015,2017,1539,1539,1
110092,2016,2017,1500,1500,1
110092,2017,2017,2822,2822,1
110094,2002,2005,257,257,1
110094,2003,2005,626,626,1
110094,2004,2005,745,745,1
110094,2005,2009,820,820,1
110094,2006,2009,970,970,1
110094,2007,2009,1253,1253,1
110094,2008,2009,1248,1248,1
110094,2009,2013,1289,1289,1
110094,2010,2013,1691,1691,1
110094,2011,2013,1756,1756,1
110094,2012,2013,1849,1849,1
110094,2013,2017,2029,2029,1
110094,2014,2017,2068,2068,1
110094,2015,2017,1827,1827,1
110094,2016,2017,1335,1335,1
110094,2017,2017,1412,1412,1
110100,2002,2005,355,355,1
110100,2003,2005,402,402,1
110100,2004,2005,359,359,1
110100,2005,2009,427,427,1
110100,2006,2009,535,535,1
110100,2007,2009,542,542,1
110100,2008,2009,476,476,1
110100,2009,2013,546,546,1
110100,2010,2013,575,575,1
110100,2011,2013,500,500,1
110100,2012,2013,614,614,1
110100,2013,2017,641,641,1
110100,2014,2017,593,593,1
110100,2015,2017,676,676,1
110100,2016,2017,610,610,1
110100,2017,2017,666,666,1
110110,2002,2005,2343,2343,1
110110,2003,2005,622,622,1
110110,2004,2005,630,630,1
110110,2005,2009,704,704,1
110110,2006,2009,383,383,1
110110,2007,2009,942,942,1
110110,2008,2009,835,835,1
110110,2009,2013,898,898,1
110110,2010,2013,993,993,1
110110,2011,2013,1225,1225,1
110110,2012,2013,1183,1183,1
110110,2013,2017,1261,1261,1
110110,2014,2017,1147,1147,1
110110,2015,2017,1270,1270,1
110110,2016,2017,1203,1203,1
110110,2017,2017,1264,1264,1
110120,2002,2005,433,433,1
110120,2003,2005,431,431,1
110120,2004,2005,495,495,1
110120,2005,2009,486,486,1
110120,2006,2009,582,582,1
110120,2007,2009,657,657,1
110120,2008,2009,654,654,1
110120,2009,2013,723,723,1
110120,2010,2013,715,715,1
110120,2011,2013,755,755,1
110120,2012,2013,793,793,1
110120,2013,2017,852,852,1
110120,2014,2017,893,893,1
110120,2015,2017,823,823,1
110120,2016,2017,848,848,1
110120,2017,2017,826,826,1
110130,2002,2005,682,682,1
110130,2003,2005,557,557,1
110130,2004,2005,697,697,1
110130,2005,2009,727,727,1
110130,2006,2009,775,775,1
110130,2007,2009,906,906,1
110130,2008,2009,917,917,1
110130,2009,2013,1033,1033,1
110130,2010,2013,1037,1037,1
110130,2011,2013,1136,1136,1
110130,2012,2013,1162,1162,1
110130,2013,2017,1144,1144,1
110130,2014,2017,1190,1190,1
110130,2015,2017,1207,1207,1
110130,2016,2017,1158,1158,1
110130,2017,2017,1282,1282,1
110140,2002,2005,483,483,1
110140,2003,2005,714,714,1
110140,2004,2005,708,708,1
110140,2005,2009,995,995,1
110140,2006,2009,904,904,1
110140,2007,2009,1072,1072,1
110140,2008,2009,1003,1003,1
110140,2009,2013,1097,1097,1
110140,2010,2013,1150,1150,1
110140,2011,2013,1383,1383,1
110140,2012,2013,1522,1522,1
110140,2013,2017,1363,1363,1
110140,2014,2017,1366,1366,1
110140,2015,2017,1354,1354,1
110140,2016,2017,1273,1273,1
110140,2017,2017,1041,1041,1
110143,2002,2005,234,234,1
110143,2003,2005,224,224,1
110143,2004,2005,220,220,1
110143,2005,2009,369,369,1
110143,2006,2009,349,349,1
110143,2007,2009,397,397,1
110143,2008,2009,391,391,1
110143,2009,2013,419,419,1
110143,2010,2013,426,426,1
110143,2011,2013,365,365,1
110143,2012,2013,461,461,1
110143,2013,2017,416,416,1
110143,2014,2017,469,469,1
110143,2015,2017,496,496,1
110143,2016,2017,466,466,1
110143,2017,2017,527,527,1
110145,2002,2005,201,201,1
110145,2003,2005,194,194,1
110145,2004,2005,223,223,1
110145,2005,2009,290,290,1
110145,2006,2009,317,317,1
110145,2007,2009,326,326,1
110145,2008,2009,349,349,1
110145,2009,2013,513,513,1
110145,2010,2013,386,386,1
110145,2011,2013,508,508,1
110145,2012,2013,502,502,1
110145,2013,2017,563,563,1
110145,2014,2017,587,587,1
110145,2015,2017,619,619,1
110145,2016,2017,628,628,1
110145,2017,2017,660,660,1
110146,2002,2005,187,187,1
110146,2003,2005,224,224,1
110146,2004,2005,212,212,1
110146,2005,2009,209,209,1
110146,2006,2009,272,272,1
110146,2007,2009,367,367,1
110146,2008,2009,301,301,1
110146,2009,2013,369,369,1
110146,2010,2013,390,390,1
110146,2011,2013,418,418,1
110146,2012,2013,401,401,1
110146,2013,2017,485,485,1
110146,2014,2017,461,461,1
110146,2015,2017,528,528,1
110146,2016,2017,551,551,1
110146,2017,2017,549,549,1
110147,2002,2005,212,212,1
110147,2003,2005,247,247,1
110147,2004,2005,261,261,1
110147,2005,2009,279,279,1
110147,2006,2009,60,60,1
110147,2007,2009,274,274,1
110147,2008,2009,295,295,1
110147,2009,2013,342,342,1
110147,2010,2013,302,302,1
110147,2011,2013,267,267,1
110147,2012,2013,320,320,1
110147,2013,2017,372,372,1
110147,2014,2017,346,346,1
110147,2015,2017,383,383,1
110147,2016,2017,370,370,1
110147,2017,2017,491,491,1
110148,2002,2005,249,249,1
110148,2003,2005,261,261,1
110148,2004,2005,237,237,1
110148,2005,2009,291,291,1
110148,2006,2009,302,302,1
110148,2007,2009,312,312,1
110148,2008,2009,243,243,1
110148,2009,2013,355,355,1
110148,2010,2013,400,400,1
110148,2011,2013,442,442,1
110148,2012,2013,354,354,1
110148,2013,2017,444,444,1
110148,2014,2017,422,422,1
110148,2015,2017,506,506,1
110148,2016,2017,465,465,1
110148,2017,2017,523,523,1
110149,2002,2005,731,731,1
110149,2003,2005,796,796,1
110149,2004,2005,886,886,1
110149,2005,2009,1042,1042,1
110149,2006,2009,1016,1016,1
110149,2007,2009,1132,1132,1
110149,2008,2009,1037,1037,1
110149,2009,2013,1277,1277,1
110149,2010,2013,1183,1183,1
110149,2011,2013,1408,1408,1
110149,2012,2013,1440,1440,1
110149,2013,2017,1425,1425,1
110149,2014,2017,1503,1503,1
110149,2015,2017,1512,1512,1
110149,2016,2017,1340,1340,1
110149,2017,2017,1471,1471,1
110150,2002,2005,448,448,1
110150,2003,2005,441,441,1
110150,2004,2005,537,537,1
110150,2005,2009,588,588,1
110150,2006,2009,630,630,1
110150,2007,2009,706,706,1
110150,2008,2009,715,715,1
110150,2009,2013,798,798,1
110150,2010,2013,834,834,1
110150,2011,2013,966,966,1
110150,2012,2013,1004,1004,1
110150,2013,2017,1183,1183,1
110150,2014,2017,1208,1208,1
110150,2015,2017,1262,1262,1
110150,2016,2017,1280,1280,1
110150,2017,2017,1246,1246,1
110155,2002,2005,293,293,1
110155,2003,2005,346,346,1
110155,2004,2005,322,322,1
110155,2005,2009,309,309,1
110155,2006,2009,328,328,1
110155,2007,2009,356,356,1
110155,2008,2009,339,339,1
110155,2009,2013,401,401,1
110155,2010,2013,425,425,1
110155,2011,2013,482,482,1
110155,2012,2013,485,485,1
110155,2013,2017,524,524,1
110155,2014,2017,534,534,1
110155,2015,2017,486,486,1
110155,2016,2017,448,448,1
110155,2017,2017,489,489,1
110160,2002,2005,366,366,1
110160,2003,2005,425,425,1
110160,2004,2005,417,417,1
110160,2005,2009,556,556,1
110160,2006,2009,587,587,1
110160,2007,2009,632,632,1
110160,2008,2009,650,650,1
110160,2009,2013,720,720,1
110160,2010,2013,722,722,1
110160,2011,2013,737,737,1
110160,2012,2013,807,807,1
110160,2013,2017,842,842,1
110160,2014,2017,920,920,1
110160,2015,2017,892,892,1
110160,2016,2017,850,850,1
110160,2017,2017,913,913,1
110170,2002,2005,395,395,1
110170,2003,2005,527,527,1
110170,2004,2005,556,556,1
110170,2005,2009,570,570,1
110170,2006,2009,596,596,1
110170,2007,2009,612,612,1
110170,2008,2009,696,696,1
110170,2009,2013,769,769,1
110170,2010,2013,801,801,1
110170,2011,2013,834,834,1
110170,2012,2013,851,851,1
110170,2013,2017,889,889,1
110170,2014,2017,930,930,1
110170,2015,2017,967,967,1
110170,2016,2017,1051,1051,1
110170,2017,2017,1164,1164,1
110175,2002,2005,280,280,1
110175,2003,2005,273,273,1
110175,2004,2005,357,357,1
110175,2005,2009,334,334,1
110175,2006,2009,403,403,1
110175,2007,2009,468,468,1
110175,2008,2009,473,473,1
110175,2009,2013,500,500,1
110175,2010,2013,572,572,1
110175,2011,2013,594,594,1
110175,2012,2013,596,596,1
110175,2013,2017,641,641,1
110175,2014,2017,645,645,1
110175,2015,2017,593,593,1
110175,2016,2017,612,612,1
110175,2017,2017,688,688,1
110180,2002,2005,389,389,1
110180,2003,2005,390,390,1
110180,2004,2005,424,424,1
110180,2005,2009,473,473,1
110180,2006,2009,491,491,1
110180,2007,2009,472,472,1
110180,2008,2009,495,495,1
110180,2009,2013,525,525,1
110180,2010,2013,572,572,1
110180,2011,2013,604,604,1
110180,2012,2013,607,607,1
110180,2013,2017,661,661,1
110180,2014,2017,662,662,1
110180,2015,2017,667,667,1
110180,2016,2017,605,605,1
110180,2017,2017,673,673,1
120001,2002,2005,444,444,1
120001,2003,2005,513,513,1
120001,2004,2005,580,580,1
120001,2005,2009,521,521,1
120001,2006,2009,552,552,1
120001,2007,2009,541,541,1
120001,2008,2009,609,609,1
120001,2009,2013,672,672,1
120001,2010,2013,793,793,1
120001,2011,2013,453,453,1
120001,2012,2013,810,810,1
120001,2013,2017,832,832,1
120001,2014,2017,895,895,1
120001,2015,2017,915,915,1
120001,2016,2017,845,845,1
120001,2017,2017,878,878,1
120005,2002,2005,164,164,1
120005,2003,2005,182,182,1
120005,2004,2005,223,223,1
120005,2005,2009,187,187,1
120005,2006,2009,217,217,1
120005,2007,2009,225,225,1
120005,2008,2009,295,295,1
120005,2009,2013,312,312,1
120005,2010,2013,301,301,1
120005,2011,2013,314,314,1
120005,2012,2013,304,304,1
120005,2013,2017,120,120,1
120005,2014,2017,341,341,1
120005,2015,2017,367,367,1
120005,2016,2017,119,119,1
120005,2017,2017,491,491,1
120010,2002,2005,410,410,1
120010,2003,2005,513,513,1
120010,2004,2005,654,654,1
120010,2005,2009,746,746,1
120010,2006,2009,778,778,1
120010,2007,2009,1105,1105,1
