denominator,sector_var,n_rows,n_unique_muni_sec_year,n_muni_year,n_sectors,n_dropped_muni_years,s_min,s_median,s_mean,s_max,inv_J
frozen,cnae_section,1045766,1045766,89012,21,3,0,0.0151585674712673,0.0851165557113159,1,0.0476190476190476
