uf,muni_key,year,value_dis_main,n_loans_main,value_dis_pa,n_loans_pa,in_main,in_pa
PR,ARAUCARIA,2003,1310000,1,1310000,1,TRUE,TRUE
PR,ARAUCARIA,2007,1927960,3,1927960,3,TRUE,TRUE
PR,ARAUCARIA,2012,3141795,1,3141795,1,TRUE,TRUE
PR,ARAUCARIA,2014,2647200,1,2647200,1,TRUE,TRUE
PR,ARAUCARIA,2015,119400,1,119400,1,TRUE,TRUE
PR,ARAUCARIA,2016,8720714,40,8720714,40,TRUE,TRUE
PR,ASSAI,2004,33613525,1,336135,1,TRUE,TRUE
PR,ASSAI,2012,1184200,1,1184200,1,TRUE,TRUE
PR,ASSIS CHATEAUBRIAND,2008,367500,1,367500,1,TRUE,TRUE
PR,ASTORGA,2008,42657987,1,426580,1,TRUE,TRUE
PR,BANDEIRANTES,2007,557080,1,557080,1,TRUE,TRUE
PR,BITURUNA,2008,507000,1,507000,1,TRUE,TRUE
PR,BOA ESPERANCA,2012,759450,2,759450,2,TRUE,TRUE
PR,BOM SUCESSO DO SUL,2012,420000,1,420000,1,TRUE,TRUE
PR,BORRAZOPOLIS,2004,17260224,1,172602,1,TRUE,TRUE
PR,BORRAZOPOLIS,2008,145500,1,145500,1,TRUE,TRUE
PR,BORRAZOPOLIS,2009,486000,1,486000,1,TRUE,TRUE
PR,CAFELANDIA,2010,825000,1,825000,1,TRUE,TRUE
PR,CALIFORNIA,2007,699600,1,699600,1,TRUE,TRUE
PR,CAMBIRA,2004,103496,1,103496,1,TRUE,TRUE
PR,CAMPINA GRANDE DO SUL,2012,1213000,1,1213000,1,TRUE,TRUE
PR,CAMPO DO TENENTE,2012,250000,1,250000,1,TRUE,TRUE
PR,CAMPO LARGO,2004,95099999,1,951000,1,TRUE,TRUE
PR,CAMPO LARGO,2007,2028950,4,2028950,4,TRUE,TRUE
PR,CAMPO LARGO,2016,5636019,4,5636019,4,TRUE,TRUE
PR,CAMPO MOURAO,2003,125999998,1,1260000,1,TRUE,TRUE
PR,CAMPO MOURAO,2007,1976335,2,1976335,2,TRUE,TRUE
PR,CANDIDO DE ABREU,2008,690800,1,690800,1,TRUE,TRUE
PR,CANDOI,2011,2183500,2,2183500,2,TRUE,TRUE
PR,CANTAGALO,2012,845000,1,845000,1,TRUE,TRUE
PR,CAPITAO LEONIDAS MARQUES,2010,810600,1,810600,1,TRUE,TRUE
PR,CARAMBEI,2008,459400,1,459400,1,TRUE,TRUE
PR,CARLOPOLIS,2012,478000,1,478000,1,TRUE,TRUE
PR,CASCAVEL,2004,238237284,1,2382373,1,TRUE,TRUE
PR,CASCAVEL,2010,1583400,1,1583400,1,TRUE,TRUE
PR,CASCAVEL,2011,2076501267,2,,,TRUE,FALSE
PR,CASCAVEL,2016,6289391,2,6289391,2,TRUE,TRUE
PR,CASTRO,2011,2990227,1,2990227,1,TRUE,TRUE
PR,CENTENARIO DO SUL,2003,52247,1,52247,1,TRUE,TRUE
PR,CEU AZUL,2012,242000,1,242000,1,TRUE,TRUE
PR,CHOPINZINHO,2007,758030,2,758030,2,TRUE,TRUE
PR,COLOMBO,2016,9299317,6,9299317,6,TRUE,TRUE
PR,CONGONHINHAS,2004,14969527,1,149695,1,TRUE,TRUE
PR,CONSELHEIRO MAIRINCK,2012,299950,1,299950,1,TRUE,TRUE
PR,CONTENDA,2007,494450,3,494450,3,TRUE,TRUE
PR,CONTENDA,2011,198000,1,198000,1,TRUE,TRUE
PR,CORNELIO PROCOPIO,2009,1210500,1,1210500,1,TRUE,TRUE
PR,CORONEL VIVIDA,2004,21993604,1,219936,1,TRUE,TRUE
PR,CORONEL VIVIDA,2008,755450,1,755450,1,TRUE,TRUE
PR,CORONEL VIVIDA,2009,635000,2,635000,2,TRUE,TRUE
PR,CRUZ MACHADO,2007,732600,3,732600,3,TRUE,TRUE
PR,CRUZ MACHADO,2008,863500,1,863500,1,TRUE,TRUE
PR,CURITIBA,2002,8183606084,1,,,TRUE,FALSE
PR,CURITIBA,2005,298155,1,,,TRUE,FALSE
PR,CURITIBA,2006,8399005,1,,,TRUE,FALSE
PR,CURITIBA,2007,9320680,7,9320680,7,TRUE,TRUE
PR,CURITIBA,2010,50000,2,,,TRUE,FALSE
PR,CURITIBA,2011,2018764995,2,,,TRUE,FALSE
PR,CURITIBA,2012,15197007034,6,16265482,4,TRUE,TRUE
PR,CURITIBA,2013,35184732,12,,,TRUE,FALSE
PR,CURITIBA,2014,28783588,12,,,TRUE,FALSE
PR,CURITIBA,2015,2921264597,2,48505385,2,TRUE,TRUE
PR,CURITIBA,2016,488464,2,,,TRUE,FALSE
PR,DOURADINA,2008,345400,1,345400,1,TRUE,TRUE
PR,DOURADINA,2011,246000,1,246000,1,TRUE,TRUE
PR,ENEAS MARQUES,2012,1133950,3,1133950,3,TRUE,TRUE
PR,ENTRE RIOS DO OESTE,2010,575095,1,575095,1,TRUE,TRUE
PR,ESPERANCA NOVA,2012,320000,1,320000,1,TRUE,TRUE
PR,ESPIGAO ALTO DO IGUACU,2012,369000,1,369000,1,TRUE,TRUE
PR,FAXINAL,2008,299450,1,299450,1,TRUE,TRUE
PR,FERNANDES PINHEIRO,2011,597000,1,597000,1,TRUE,TRUE
PR,FORMOSA DO OESTE,2012,480000,2,480000,2,TRUE,TRUE
PR,FOZ DO IGUACU,2002,149999999,1,1500000,1,TRUE,TRUE
PR,FOZ DO IGUACU,2004,3112271,1,3112271,1,TRUE,TRUE
PR,FOZ DO IGUACU,2008,1162325,1,1162325,1,TRUE,TRUE
PR,FOZ DO IGUACU,2011,297567171,1,,,TRUE,FALSE
PR,FRANCISCO ALVES,2012,993400,2,993400,2,TRUE,TRUE
PR,GENERAL CARNEIRO,2008,413450,1,413450,1,TRUE,TRUE
PR,GODOY MOREIRA,2012,185000,1,185000,1,TRUE,TRUE
PR,GRANDES RIOS,2013,900000,1,900000,1,TRUE,TRUE
PR,GUAIRA,2007,768900,2,768900,2,TRUE,TRUE
PR,GUAIRA,2011,609000,1,609000,1,TRUE,TRUE
PR,GUARAPUAVA,2004,63815705,1,638157,1,TRUE,TRUE
PR,GUARAPUAVA,2014,2906900,1,2906900,1,TRUE,TRUE
PR,GUARAPUAVA,2016,8127478,10,8127478,10,TRUE,TRUE
PR,GUARATUBA,2015,1860551,1,1860551,1,TRUE,TRUE
PR,IBAITI,2011,1060000,1,1060000,1,TRUE,TRUE
PR,IBIPORA,2002,37783165,1,377832,1,TRUE,TRUE
PR,IGUARACU,2007,160300,2,160300,2,TRUE,TRUE
PR,IGUATU,2010,470095,1,470095,1,TRUE,TRUE
PR,IMBAU,2008,426200,1,426200,1,TRUE,TRUE
PR,IRATI,2002,667000,1,667000,1,TRUE,TRUE
PR,IRETAMA,2012,736000,1,736000,1,TRUE,TRUE
PR,ITAMBE,2012,132000,1,132000,1,TRUE,TRUE
PR,ITAPEJARA D'OESTE,2010,800000,1,800000,1,TRUE,TRUE
PR,IVAIPORA,2005,16200120277,3,,,TRUE,FALSE
PR,IVAIPORA,2013,85800,1,,,TRUE,FALSE
PR,IVATE,2013,555000,1,555000,1,TRUE,TRUE
PR,JAGUAPITA,2007,19680296,1,196803,1,TRUE,TRUE
PR,JAGUAPITA,2008,400700,1,400700,1,TRUE,TRUE
PR,JANIOPOLIS,2010,369000,1,369000,1,TRUE,TRUE
PR,JARDIM ALEGRE,2008,413450,1,413450,1,TRUE,TRUE
PR,JATAIZINHO,2011,600000,1,600000,1,TRUE,TRUE
PR,JURANDA,2008,299450,1,299450,1,TRUE,TRUE
PR,JURANDA,2012,923800,2,923800,2,TRUE,TRUE
PR,LAPA,2009,1205650,1,1205650,1,TRUE,TRUE
PR,LARANJAL,2012,490000,1,490000,1,TRUE,TRUE
PR,LOANDA,2007,227900,1,227900,1,TRUE,TRUE
PR,LONDRINA,2002,735001978,1,7350020,1,TRUE,TRUE
PR,LONDRINA,2004,134100299,1,1341003,1,TRUE,TRUE
PR,LONDRINA,2010,2809171,1,2809171,1,TRUE,TRUE
PR,LONDRINA,2011,574055569,2,,,TRUE,FALSE
PR,LONDRINA,2014,1814919482,1,18149195,1,TRUE,TRUE
PR,MALLET,2011,561600,1,561600,1,TRUE,TRUE
PR,MANDAGUACU,2005,140000,1,,,TRUE,FALSE
PR,MARECHAL CANDIDO RONDON,2007,824999,1,824999,1,TRUE,TRUE
PR,MARIALVA,2008,690800,1,690800,1,TRUE,TRUE
PR,MARILENA,2012,250000,1,250000,1,TRUE,TRUE
PR,MARINGA,2004,4479747,1,4479747,1,TRUE,TRUE
PR,MARINGA,2007,1265598,2,1155598,1,TRUE,TRUE
PR,MARINGA,2009,1319800,1,1319800,1,TRUE,TRUE
PR,MARINGA,2010,392000,1,,,TRUE,FALSE
PR,MARINGA,2011,875999996,2,,,TRUE,FALSE
PR,MARIOPOLIS,2012,820000,2,820000,2,TRUE,TRUE
PR,MARIPA,2008,345400,1,345400,1,TRUE,TRUE
PR,MARIPA,2011,899000,1,899000,1,TRUE,TRUE
PR,MARMELEIRO,2012,985000,2,985000,2,TRUE,TRUE
PR,MARQUINHO,2008,345400,1,345400,1,TRUE,TRUE
PR,MATELANDIA,2014,926500,1,926500,1,TRUE,TRUE
PR,MAUA DA SERRA,2011,561600,1,561600,1,TRUE,TRUE
PR,MEDIANEIRA,2012,1188400,3,1188400,3,TRUE,TRUE
PR,MOREIRA SALES,2009,326778,1,326778,1,TRUE,TRUE
PR,NOVA AURORA,2008,472150,1,472150,1,TRUE,TRUE
PR,NOVA AURORA,2012,571600,1,571600,1,TRUE,TRUE
PR,NOVA FATIMA,2012,837000,2,837000,2,TRUE,TRUE
PR,NOVA LARANJEIRAS,2008,644850,1,644850,1,TRUE,TRUE
PR,NOVA SANTA BARBARA,2004,33000,1,33000,1,TRUE,TRUE
PR,NOVA SANTA ROSA,2008,400700,1,400700,1,TRUE,TRUE
PR,NOVA SANTA ROSA,2012,1000000,1,1000000,1,TRUE,TRUE
PR,NOVA TEBAS,2012,871480,1,871480,1,TRUE,TRUE
PR,ORTIGUEIRA,2008,690800,1,690800,1,TRUE,TRUE
PR,OURIZONA,2013,300000,1,300000,1,TRUE,TRUE
PR,OURO VERDE DO OESTE,2007,292300,1,292300,1,TRUE,TRUE
PR,OURO VERDE DO OESTE,2009,321000,1,321000,1,TRUE,TRUE
PR,PALMAS,2012,1250000,1,1250000,1,TRUE,TRUE
PR,PALMEIRA,2008,863488,1,863488,1,TRUE,TRUE
PR,PALMEIRA,2015,3980925,1,5480038,1,TRUE,TRUE
PR,PALOTINA,2002,232000,1,232000,1,TRUE,TRUE
PR,PALOTINA,2010,1100920,1,1100920,1,TRUE,TRUE
PR,PARANAGUA,2014,105000,1,,,TRUE,FALSE
PR,PARANAVAI,2007,1239950,4,1239950,4,TRUE,TRUE
PR,PARANAVAI,2008,127382029,1,1273820,1,TRUE,TRUE
PR,PARANAVAI,2010,588700,1,588700,1,TRUE,TRUE
PR,PARANAVAI,2011,1107081776,2,,,TRUE,FALSE
PR,PATO BRANCO,2002,579647,1,579647,1,TRUE,TRUE
PR,PATO BRANCO,2008,1979807,1,1979807,1,TRUE,TRUE
PR,PATO BRANCO,2016,4500000,2,4500000,2,TRUE,TRUE
PR,PAULA FREITAS,2008,518100,1,518100,1,TRUE,TRUE
PR,PEABIRU,2008,114000,1,114000,1,TRUE,TRUE
PR,PEROLA,2012,717000,1,717000,1,TRUE,TRUE
PR,PEROLA D'OESTE,2011,804650,1,804650,1,TRUE,TRUE
PR,PINHAIS,2010,1994500,1,1994500,1,TRUE,TRUE
PR,PINHAIS,2016,560146,1,560146,1,TRUE,TRUE
PR,PINHAO,2008,700150,1,700150,1,TRUE,TRUE
PR,PIRAQUARA,2012,2000000,5,2000000,5,TRUE,TRUE
PR,PONTA GROSSA,2002,367942669,1,3679427,1,TRUE,TRUE
PR,PONTA GROSSA,2007,2436881,6,,,TRUE,FALSE
PR,PONTA GROSSA,2009,597600,3,,,TRUE,FALSE
PR,PONTA GROSSA,2010,2981787,2,2952403,1,TRUE,TRUE
PR,PONTA GROSSA,2012,262500,1,,,TRUE,FALSE
PR,PONTA GROSSA,2016,256200,2,,,TRUE,FALSE
PR,PORECATU,2004,72000,1,72000,1,TRUE,TRUE
PR,PORTO VITORIA,2010,716573,1,716573,1,TRUE,TRUE
PR,PRUDENTOPOLIS,2010,1232800,1,1232800,1,TRUE,TRUE
PR,PRUDENTOPOLIS,2011,23583771,1,,,TRUE,FALSE
PR,QUATRO BARRAS,2016,4861554,10,4861554,10,TRUE,TRUE
PR,QUEDAS DO IGUACU,2012,548000,1,548000,1,TRUE,TRUE
PR,QUERENCIA DO NORTE,2008,388278,1,388278,1,TRUE,TRUE
PR,QUERENCIA DO NORTE,2010,78100,1,78100,1,TRUE,TRUE
PR,QUINTA DO SOL,2008,228000,1,228000,1,TRUE,TRUE
PR,QUINTA DO SOL,2012,357000,1,357000,1,TRUE,TRUE
PR,QUITANDINHA,2008,863500,1,863500,1,TRUE,TRUE
PR,QUITANDINHA,2012,400000,1,400000,1,TRUE,TRUE
PR,QUITANDINHA,2013,475560,1,475560,1,TRUE,TRUE
PR,RAMILANDIA,2008,299450,1,299450,1,TRUE,TRUE
PR,RENASCENCA,2010,680000,1,680000,1,TRUE,TRUE
PR,RIO AZUL,2007,441300,2,441300,2,TRUE,TRUE
PR,RIO BOM,2012,228500,1,228500,1,TRUE,TRUE
PR,RIO BONITO DO IGUACU,2008,999600,1,999600,1,TRUE,TRUE
PR,RIO BRANCO DO SUL,2012,0,1,,,TRUE,FALSE
PR,RIO NEGRO,2008,641450,1,641450,1,TRUE,TRUE
PR,RIO NEGRO,2013,733420,1,733420,1,TRUE,TRUE
PR,ROLANDIA,2003,339602,1,339602,1,TRUE,TRUE
PR,ROLANDIA,2012,2419500,1,2419500,1,TRUE,TRUE
PR,SALTO DO LONTRA,2008,228000,1,228000,1,TRUE,TRUE
PR,SANTA FE,2007,300000,1,300000,1,TRUE,TRUE
PR,SANTA FE,2008,16000393,1,160004,1,TRUE,TRUE
PR,SANTA HELENA,2008,690800,1,690800,1,TRUE,TRUE
PR,SANTA IZABEL DO OESTE,2007,481789,2,481789,2,TRUE,TRUE
PR,SANTA TEREZA DO OESTE,2012,591500,1,591500,1,TRUE,TRUE
PR,SANTA TEREZINHA DE ITAIPU,2012,279000,1,279000,1,TRUE,TRUE
PR,SANTANA DO ITARARE,2010,140095,1,140095,1,TRUE,TRUE
PR,SANTO ANTONIO DA PLATINA,2004,420630,1,420630,1,TRUE,TRUE
PR,SANTO ANTONIO DO PARAISO,2012,710000,2,710000,2,TRUE,TRUE
PR,SAO JOAO,2012,279000,1,279000,1,TRUE,TRUE
PR,SAO JOAO DO IVAI,2009,299450,1,299450,1,TRUE,TRUE
PR,SAO JOAO DO IVAI,2012,210000,1,210000,1,TRUE,TRUE
PR,SAO JORGE D'OESTE,2007,158400,1,158400,1,TRUE,TRUE
PR,SAO JOSE DOS PINHAIS,2007,2251811063,1,22518111,1,TRUE,TRUE
PR,SAO JOSE DOS PINHAIS,2008,1930193551,2,20059991,2,TRUE,TRUE
PR,SAO JOSE DOS PINHAIS,2017,6210000,2,6210000,2,TRUE,TRUE
PR,SAO MATEUS DO SUL,2012,509500,1,509500,1,TRUE,TRUE
PR,SAO MIGUEL DO IGUACU,2008,444950,1,444950,1,TRUE,TRUE
PR,SAO MIGUEL DO IGUACU,2010,1250000,1,1250000,1,TRUE,TRUE
PR,SAO SEBASTIAO DA AMOREIRA,2012,630000,2,630000,2,TRUE,TRUE
PR,SAO TOME,2012,548000,1,548000,1,TRUE,TRUE
PR,SARANDI,2008,113579327,1,1135793,1,TRUE,TRUE
PR,SEM MUNICIPIO,2002,16794460513,3,,,TRUE,FALSE
PR,SEM MUNICIPIO,2006,5820626247,3,,,TRUE,FALSE
PR,SEM MUNICIPIO,2007,28029692962,14,,,TRUE,FALSE
PR,SEM MUNICIPIO,2009,70421978205,8,,,TRUE,FALSE
PR,SEM MUNICIPIO,2011,4472285977,2,,,TRUE,FALSE
PR,SEM MUNICIPIO,2012,13192178735,18,,,TRUE,FALSE
PR,SEM MUNICIPIO,2013,20248920784,5,,,TRUE,FALSE
PR,SEM MUNICIPIO,2014,28117714065,16,,,TRUE,FALSE
PR,SEM MUNICIPIO,2015,2819377299,3,,,TRUE,FALSE
PR,SEM MUNICIPIO,2016,1516070941,1,,,TRUE,FALSE
PR,SEM MUNICIPIO,2017,20793325,1,,,TRUE,FALSE
PR,SERRANOPOLIS DO IGUACU,2009,331941,1,331941,1,TRUE,TRUE
PR,SERTANOPOLIS,2004,29200526,1,292005,1,TRUE,TRUE
PR,SIQUEIRA CAMPOS,2012,377694,1,377694,1,TRUE,TRUE
PR,TAPEJARA,2003,24645214,1,246452,1,TRUE,TRUE
PR,TAPEJARA,2012,899000,1,899000,1,TRUE,TRUE
PR,TEIXEIRA SOARES,2008,472150,1,472150,1,TRUE,TRUE
PR,TEIXEIRA SOARES,2010,224500,1,224500,1,TRUE,TRUE
PR,TEIXEIRA SOARES,2014,696060,1,696060,1,TRUE,TRUE
PR,TELEMACO BORBA,2012,244450,1,244450,1,TRUE,TRUE
PR,TERRA RICA,2008,24599999,1,246000,1,TRUE,TRUE
PR,TIBAGI,2008,644850,1,644850,1,TRUE,TRUE
PR,TIJUCAS DO SUL,2008,771600,1,771600,1,TRUE,TRUE
PR,TOLEDO,2006,485672,1,485672,1,TRUE,TRUE
PR,TOLEDO,2007,778000,2,778000,2,TRUE,TRUE
PR,UBIRATA,2012,499500,1,499500,1,TRUE,TRUE
PR,UMUARAMA,2003,67683543,1,676835,1,TRUE,TRUE
PR,UMUARAMA,2007,1686207,4,1686207,4,TRUE,TRUE
PR,UMUARAMA,2011,119961247,1,,,TRUE,FALSE
PR,UMUARAMA,2013,2770307997,2,,,TRUE,FALSE
PR,UNIAO DA VITORIA,2014,3000000,1,3000000,1,TRUE,TRUE
PR,VERA CRUZ DO OESTE,2012,533000,1,533000,1,TRUE,TRUE
PR,XAMBRE,2012,349000,1,349000,1,TRUE,TRUE
RJ,-,2002,,,246008464,3,FALSE,TRUE
RJ,-,2006,,,301370380,2,FALSE,TRUE
RJ,-,2008,,,15027316,1,FALSE,TRUE
RJ,-,2009,,,320605123,29,FALSE,TRUE
RJ,-,2010,,,8402373,1,FALSE,TRUE
RJ,-,2011,,,400000000,1,FALSE,TRUE
RJ,-,2012,,,156682299,1,FALSE,TRUE
RJ,-,2013,,,3031405000,1,FALSE,TRUE
RJ,-,2014,,,3001648634,2,FALSE,TRUE
RJ,-,2016,,,445065542,2,FALSE,TRUE
RJ,ANGRA DOS REIS,2011,265099999993,2,,,TRUE,FALSE
RJ,ANGRA DOS REIS,2016,1710768012,1,,,TRUE,FALSE
RJ,ANGRA DOS REIS,2017,1786383994,1,,,TRUE,FALSE
RJ,BARRA MANSA,2006,267501656,1,2675017,1,TRUE,TRUE
RJ,BARRA MANSA,2007,1822030,1,1822030,1,TRUE,TRUE
RJ,DUQUE DE CAXIAS,2007,929360595,2,10897208,2,TRUE,TRUE
RJ,IGUABA GRANDE,2007,1105000,1,1105000,1,TRUE,TRUE
RJ,MACAE,2003,27050555622,2,,,TRUE,FALSE
RJ,MACAE,2013,65744557958,2,,,TRUE,FALSE
RJ,MACAE,2015,200000000,1,,,TRUE,FALSE
RJ,MARICA,2011,1051388997,1,10513890,1,TRUE,TRUE
RJ,NITEROI,2002,4767772,1,,,TRUE,FALSE
RJ,NITEROI,2012,17250,1,,,TRUE,FALSE
RJ,NITEROI,2014,2755953991,2,27559540,2,TRUE,TRUE
RJ,NITEROI,2017,5633595,1,2835811,1,TRUE,TRUE
RJ,NOVA FRIBURGO,2003,246029998,1,2460300,1,TRUE,TRUE
RJ,NOVA FRIBURGO,2007,1649750,3,1649750,3,TRUE,TRUE
RJ,NOVA FRIBURGO,2014,11270287,1,11270287,1,TRUE,TRUE
RJ,NOVA IGUACU,2003,657163848,1,6571638,1,TRUE,TRUE
RJ,PARACAMBI,2004,191224661,1,1912247,1,TRUE,TRUE
RJ,PETROPOLIS,2002,349663833,1,3496638,1,TRUE,TRUE
RJ,PIRAI,2002,43095102,1,430951,1,TRUE,TRUE
RJ,QUATIS,2012,1142648,1,1142648,1,TRUE,TRUE
RJ,RESENDE,2013,2682354,1,2682354,1,TRUE,TRUE
RJ,RIO CLARO,2011,614000,1,614000,1,TRUE,TRUE
RJ,RIO CLARO,2012,584000,1,584000,1,TRUE,TRUE
RJ,RIO DE JANEIRO,2002,23948558028,3,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2003,39852008949,1,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2004,1435579224,2,14355792,2,TRUE,TRUE
RJ,RIO DE JANEIRO,2005,10528356765,2,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2006,30137038061,2,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2007,399205290293,92,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2008,1515266678,3,130044,1,TRUE,TRUE
RJ,RIO DE JANEIRO,2009,238599737486,26,7185812,1,TRUE,TRUE
RJ,RIO DE JANEIRO,2010,533700650022,30,1183283409,6,TRUE,TRUE
RJ,RIO DE JANEIRO,2011,49667315344,9,44332958,1,TRUE,TRUE
RJ,RIO DE JANEIRO,2012,690079306814,10,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2013,624845557780,16,,,TRUE,FALSE
RJ,RIO DE JANEIRO,2014,608834682230,16,2718547654,3,TRUE,TRUE
RJ,RIO DE JANEIRO,2016,125505017170,9,1623084630,7,TRUE,TRUE
RJ,SANTO ANTONIO DE PADUA,2003,35472399,1,354724,1,TRUE,TRUE
RJ,SAO JOAO DE MERITI,2013,1000000,1,1000000,1,TRUE,TRUE
RJ,SEM MUNICIPIO,2008,94505699,1,,,TRUE,FALSE
RJ,SEM MUNICIPIO,2009,20598900769,10,,,TRUE,FALSE
RJ,SEM MUNICIPIO,2010,840237295,1,,,TRUE,FALSE
RJ,SEM MUNICIPIO,2015,4094659417,3,,,TRUE,FALSE
RJ,VALENCA,2006,105839999,1,1058400,1,TRUE,TRUE
RN,-,2005,,,80660053,1,FALSE,TRUE
RN,-,2008,,,0,1,FALSE,TRUE
RN,-,2009,,,167116000,2,FALSE,TRUE
RN,-,2010,,,256653000,2,FALSE,TRUE
RN,-,2013,,,250674000,1,FALSE,TRUE
RN,ACARI,2012,140000,1,140000,1,TRUE,TRUE
RN,ACARI,2013,226840,1,226840,1,TRUE,TRUE
RN,CRUZETA,2012,532880,2,532880,2,TRUE,TRUE
RN,CURRAIS NOVOS,2007,790475,1,790475,1,TRUE,TRUE
RN,IPANGUACU,2008,586150,1,586150,1,TRUE,TRUE
RN,JOAO CAMARA,2015,1613735247,5,,,TRUE,FALSE
RN,MOSSORO,2012,970480,3,970480,3,TRUE,TRUE
RN,NATAL,2005,8066005299,1,,,TRUE,FALSE
RN,NATAL,2006,3047000,1,3047000,1,TRUE,TRUE
RN,NATAL,2010,25067399999,1,,,TRUE,FALSE
RN,NATAL,2013,5376960,1,,,TRUE,FALSE
RN,NATAL,2014,14888314,1,,,TRUE,FALSE
RN,SAO BENTO DO NORTE,2012,26541799977,20,,,TRUE,FALSE
RN,SAO GONCALO DO AMARANTE,2005,545091790,2,,,TRUE,FALSE
RN,SEM MUNICIPIO,2009,167116000,1,,,TRUE,FALSE
RN,SEM MUNICIPIO,2010,597899999,1,,,TRUE,FALSE
RN,SEM MUNICIPIO,2013,250674000,1,,,TRUE,FALSE
RN,SEM MUNICIPIO,2016,0,1,,,TRUE,FALSE
RO,-,2002,,,14041392,1,FALSE,TRUE
RO,-,2010,,,153224000,6,FALSE,TRUE
RO,-,2011,,,81093404,1,FALSE,TRUE
RO,-,2012,,,139453194,5,FALSE,TRUE
RO,-,2014,,,26714757,1,FALSE,TRUE
RO,ALTO ALEGRE DO PARECIS,2009,690800,1,690800,1,TRUE,TRUE
RO,ALTO PARAISO,2012,1109860,1,1109860,1,TRUE,TRUE
RO,ALVORADA D'OESTE,2007,824928,1,824928,1,TRUE,TRUE
RO,ARIQUEMES,2004,1196930,1,1196930,1,TRUE,TRUE
RO,ARIQUEMES,2007,1282000,3,1282000,3,TRUE,TRUE
RO,ARIQUEMES,2014,4380700,1,4380700,1,TRUE,TRUE
RO,CACAULANDIA,2014,1662620,1,1662620,1,TRUE,TRUE
RO,CACOAL,2006,124827811,1,1248278,1,TRUE,TRUE
RO,CACOAL,2007,1222500,1,1222500,1,TRUE,TRUE
RO,CANDEIAS DO JAMARI,2009,518100,1,518100,1,TRUE,TRUE
RO,CORUMBIARA,2009,426200,1,426200,1,TRUE,TRUE
RO,JI-PARANA,2007,1956500,2,1956500,2,TRUE,TRUE
RO,NOVA MAMORE,2007,430400,1,430400,1,TRUE,TRUE
RO,NOVA UNIAO,2008,540200,1,540200,1,TRUE,TRUE
RO,PORTO VELHO,2002,1404139169,1,,,TRUE,FALSE
RO,PORTO VELHO,2010,41864700,6,1264700,1,TRUE,TRUE
RO,PORTO VELHO,2011,36450430159,5,,,TRUE,FALSE
RO,PORTO VELHO,2012,72954449,1,729544,1,TRUE,TRUE
RO,PRESIDENTE MEDICI,2003,36117933,1,361179,1,TRUE,TRUE
RO,ROLIM DE MOURA,2007,825000,1,825000,1,TRUE,TRUE
RO,SAO MIGUEL DO GUAPORE,2008,628700,1,628700,1,TRUE,TRUE
RO,SEM MUNICIPIO,2002,1154378655,1,,,TRUE,FALSE
RO,SEM MUNICIPIO,2003,4366553312,1,,,TRUE,FALSE
RO,SEM MUNICIPIO,2010,11262399999,1,,,TRUE,FALSE
RO,SEM MUNICIPIO,2012,12456309838,5,,,TRUE,FALSE
RO,SEM MUNICIPIO,2014,2671475672,1,,,TRUE,FALSE
RO,URUPA,2010,1118000,1,1118000,1,TRUE,TRUE
RR,-,2009,,,99228000,1,FALSE,TRUE
RR,-,2010,,,148500000,1,FALSE,TRUE
RR,BOA VISTA,2003,7326399,1,73264,1,TRUE,TRUE
RR,SEM MUNICIPIO,2009,9922799999,1,,,TRUE,FALSE
RR,SEM MUNICIPIO,2010,14849999998,1,,,TRUE,FALSE
RR,SEM MUNICIPIO,2016,307520525,1,,,TRUE,FALSE
RS,-,2010,,,15000000,1,FALSE,TRUE
RS,-,2011,,,233704000,2,FALSE,TRUE
RS,-,2012,,,1091414462,5,FALSE,TRUE
RS,-,2013,,,30000000,1,FALSE,TRUE
RS,-,2014,,,39995668,2,FALSE,TRUE
RS,-,2015,,,3079586,1,FALSE,TRUE
RS,ACEGUA,2007,230000,1,230000,1,TRUE,TRUE
RS,AGUA SANTA,2007,350000,1,350000,1,TRUE,TRUE
RS,AGUA SANTA,2008,172700,1,172700,1,TRUE,TRUE
RS,AGUDO,2003,541750,3,541750,3,TRUE,TRUE
RS,AGUDO,2007,967070,1,967070,1,TRUE,TRUE
RS,AJURICABA,2004,450000,4,450000,4,TRUE,TRUE
RS,AJURICABA,2009,751800,2,751800,2,TRUE,TRUE
RS,ALECRIM,2009,697950,2,697950,2,TRUE,TRUE
RS,ALEGRETE,2010,2000000,1,2000000,1,TRUE,TRUE
RS,ALEGRETE,2012,2537661,1,2537661,1,TRUE,TRUE
RS,ALEGRIA,2008,413450,1,413450,1,TRUE,TRUE
RS,ALEGRIA,2009,770000,1,770000,1,TRUE,TRUE
RS,ALPESTRE,2008,598900,1,598900,1,TRUE,TRUE
RS,ALPESTRE,2009,1191100,1,1191100,1,TRUE,TRUE
RS,ALPESTRE,2012,941338197,2,,,TRUE,FALSE
RS,ALTO ALEGRE,2006,400487,3,400487,3,TRUE,TRUE
RS,ALTO FELIZ,2006,500000,1,500000,1,TRUE,TRUE
RS,ALVORADA,2003,85724063,1,857241,1,TRUE,TRUE
