uf,muni_key,year,value_dis_main,n_loans_main,value_dis_pa,n_loans_pa,in_main,in_pa
MG,BELO HORIZONTE,2006,2570126965,1,25701270,1,TRUE,TRUE
MG,BELO HORIZONTE,2007,13341434501,9,155319106,8,TRUE,TRUE
MG,BELO HORIZONTE,2008,1979801,1,1979801,1,TRUE,TRUE
MG,BELO HORIZONTE,2009,875010997,1,8750110,1,TRUE,TRUE
MG,BELO HORIZONTE,2010,26726999999,1,,,TRUE,FALSE
MG,BELO HORIZONTE,2011,13048288,4,,,TRUE,FALSE
MG,BELO HORIZONTE,2012,89206464,40,,,TRUE,FALSE
MG,BELO HORIZONTE,2013,867681261,7,85120939,1,TRUE,TRUE
MG,BELO HORIZONTE,2014,24038935,12,,,TRUE,FALSE
MG,BELO ORIENTE,2010,1198998,1,1198998,1,TRUE,TRUE
MG,BELO VALE,2014,576000,1,576000,1,TRUE,TRUE
MG,BETIM,2007,2267432523,1,22674325,1,TRUE,TRUE
MG,BETIM,2011,1814400,1,1814400,1,TRUE,TRUE
MG,BETIM,2012,4446461,1,4446461,1,TRUE,TRUE
MG,BETIM,2013,149999999,1,1500000,1,TRUE,TRUE
MG,BOA ESPERANCA,2007,1124100,3,1124100,3,TRUE,TRUE
MG,BOM DESPACHO,2002,213300,1,213300,1,TRUE,TRUE
MG,BOM DESPACHO,2007,1154000,1,1154000,1,TRUE,TRUE
MG,BOM DESPACHO,2008,345400,1,345400,1,TRUE,TRUE
MG,BOM JESUS DA PENHA,2011,246000,1,246000,1,TRUE,TRUE
MG,BONFIM,2008,426200,1,426200,1,TRUE,TRUE
MG,BORDA DA MATA,2009,353000,1,353000,1,TRUE,TRUE
MG,BRASILANDIA DE MINAS,2010,1200000,2,1200000,2,TRUE,TRUE
MG,BRASOPOLIS,2007,396000,1,396000,1,TRUE,TRUE
MG,BRASOPOLIS,2014,999000,1,999000,1,TRUE,TRUE
MG,BRUMADINHO,2011,1163500,4,1163500,4,TRUE,TRUE
MG,BUENO BRANDAO,2009,780424,2,780424,2,TRUE,TRUE
MG,BUENOPOLIS,2012,933900,3,933900,3,TRUE,TRUE
MG,CABO VERDE,2009,126750,1,126750,1,TRUE,TRUE
MG,CACHOEIRA DE PAJEU,2012,264000,1,264000,1,TRUE,TRUE
MG,CALDAS,2008,518100,1,518100,1,TRUE,TRUE
MG,CALDAS,2014,1238900,1,1238900,1,TRUE,TRUE
MG,CAMANDUCAIA,2009,1250000,1,1250000,1,TRUE,TRUE
MG,CAMPANHA,2009,1250000,1,1250000,1,TRUE,TRUE
MG,CAMPANHA,2010,680000,1,680000,1,TRUE,TRUE
MG,CAMPESTRE,2007,563400,1,563400,1,TRUE,TRUE
MG,CAMPO BELO,2007,454000,2,454000,2,TRUE,TRUE
MG,CAMPO DO MEIO,2009,636000,1,636000,1,TRUE,TRUE
MG,CAMPO DO MEIO,2010,345400,1,345400,1,TRUE,TRUE
MG,CAMPO FLORIDO,2008,527450,1,527450,1,TRUE,TRUE
MG,CAMPOS ALTOS,2007,825000,1,825000,1,TRUE,TRUE
MG,CAMPOS ALTOS,2008,342000,1,342000,1,TRUE,TRUE
MG,CANAA,2008,299450,1,299450,1,TRUE,TRUE
MG,CANDEIAS,2010,336000,1,336000,1,TRUE,TRUE
MG,CAPELA NOVA,2009,495000,1,495000,1,TRUE,TRUE
MG,CAPELA NOVA,2012,450000,1,450000,1,TRUE,TRUE
MG,CAPETINGA,2012,214880,1,214880,1,TRUE,TRUE
MG,CAPITAO ANDRADE,2012,246000,1,246000,1,TRUE,TRUE
MG,CAPITOLIO,2011,700000,2,700000,2,TRUE,TRUE
MG,CARANDAI,2010,1250000,5,1250000,5,TRUE,TRUE
MG,CARANDAI,2011,636000,1,636000,1,TRUE,TRUE
MG,CARATINGA,2007,15503838,4,2469284,4,TRUE,TRUE
MG,CARBONITA,2009,1000000,1,1000000,1,TRUE,TRUE
MG,CAREACU,2012,212000,1,212000,1,TRUE,TRUE
MG,CARLOS CHAGAS,2013,308333,1,308333,1,TRUE,TRUE
MG,CARMO DA CACHOEIRA,2007,500000,1,500000,1,TRUE,TRUE
MG,CARMO DA CACHOEIRA,2008,380250,1,380250,1,TRUE,TRUE
MG,CARMO DA CACHOEIRA,2010,812000,1,812000,1,TRUE,TRUE
MG,CARMO DA CACHOEIRA,2014,560000,1,560000,1,TRUE,TRUE
MG,CARMO DE MINAS,2010,398000,1,398000,1,TRUE,TRUE
MG,CARMO DO RIO CLARO,2006,400000,2,400000,2,TRUE,TRUE
MG,CARMO DO RIO CLARO,2012,1338400,1,1338400,1,TRUE,TRUE
MG,CARMOPOLIS DE MINAS,2008,573400,1,573400,1,TRUE,TRUE
MG,CARNEIRINHO,2006,1123300,2,1123300,2,TRUE,TRUE
MG,CARNEIRINHO,2008,413450,1,413450,1,TRUE,TRUE
MG,CARRANCAS,2008,172700,1,172700,1,TRUE,TRUE
MG,CARVALHOPOLIS,2009,274400,1,274400,1,TRUE,TRUE
MG,CASSIA,2010,588000,2,588000,2,TRUE,TRUE
MG,CASSIA,2011,544900,1,544900,1,TRUE,TRUE
MG,CATAS ALTAS DA NORUEGA,2010,275000,1,275000,1,TRUE,TRUE
MG,CATAS ALTAS DA NORUEGA,2011,123000,1,123000,1,TRUE,TRUE
MG,CIPOTANEA,2011,623000,2,623000,2,TRUE,TRUE
MG,CLAUDIO,2010,1080340,1,1080340,1,TRUE,TRUE
MG,COMENDADOR GOMES,2014,1099500,1,1099500,1,TRUE,TRUE
MG,CONCEICAO DA APARECIDA,2011,1250000,1,1250000,1,TRUE,TRUE
MG,CONCEICAO DA BARRA DE MINAS,2013,350000,1,350000,1,TRUE,TRUE
MG,CONCEICAO DAS PEDRAS,2012,212000,1,212000,1,TRUE,TRUE
MG,CONGONHAS,2012,711485321,1,,,TRUE,FALSE
MG,CONGONHAS DO NORTE,2008,354750,1,354750,1,TRUE,TRUE
MG,CONGONHAS DO NORTE,2010,340000,1,340000,1,TRUE,TRUE
MG,CONSELHEIRO LAFAIETE,2010,2983090,7,2983090,7,TRUE,TRUE
MG,CONSELHEIRO PENA,2012,1016640,2,1016640,2,TRUE,TRUE
MG,CONTAGEM,2007,589485477,1,5894855,1,TRUE,TRUE
MG,CORACAO DE JESUS,2012,1221500,2,1221500,2,TRUE,TRUE
MG,CORDISBURGO,2011,335000,1,335000,1,TRUE,TRUE
MG,COROMANDEL,2014,1106500,1,1106500,1,TRUE,TRUE
MG,CORONEL FABRICIANO,2007,1140903,2,1140903,2,TRUE,TRUE
MG,CORONEL FABRICIANO,2017,5880605,1,8405638,1,TRUE,TRUE
MG,CORREGO FUNDO,2009,172700,1,172700,1,TRUE,TRUE
MG,CORREGO FUNDO,2012,640000,3,640000,3,TRUE,TRUE
MG,CRISTAIS,2009,1082100,1,1082100,1,TRUE,TRUE
MG,CRISTALIA,2008,345400,1,345400,1,TRUE,TRUE
MG,CRISTINA,2009,380250,1,380250,1,TRUE,TRUE
MG,CRISTINA,2013,190000,1,190000,1,TRUE,TRUE
MG,CRUZEIRO DA FORTALEZA,2010,306900,1,306900,1,TRUE,TRUE
MG,CURVELO,2008,56651119,1,566511,1,TRUE,TRUE
MG,CURVELO,2013,2710700,1,2710700,1,TRUE,TRUE
MG,DATAS,2008,172700,1,172700,1,TRUE,TRUE
MG,DELFIM MOREIRA,2010,187200,1,187200,1,TRUE,TRUE
MG,DELFIM MOREIRA,2012,212000,1,212000,1,TRUE,TRUE
MG,DELFINOPOLIS,2011,1235200,3,1235200,3,TRUE,TRUE
MG,DELFINOPOLIS,2012,212000,1,212000,1,TRUE,TRUE
MG,DESTERRO DE ENTRE RIOS,2009,625700,2,625700,2,TRUE,TRUE
MG,DESTERRO DO MELO,2010,383150,2,383150,2,TRUE,TRUE
MG,DIVERSOS,2017,0,2,,,TRUE,FALSE
MG,DIVINESIA,2008,114000,1,114000,1,TRUE,TRUE
MG,DIVINO DAS LARANJEIRAS,2012,424000,1,424000,1,TRUE,TRUE
MG,DIVISA NOVA,2011,250000,1,250000,1,TRUE,TRUE
MG,DOM CAVATI,2010,246000,1,246000,1,TRUE,TRUE
MG,DOM CAVATI,2011,940800,3,940800,3,TRUE,TRUE
MG,DOM JOAQUIM,2009,240750,1,240750,1,TRUE,TRUE
MG,DOM JOAQUIM,2010,390000,1,390000,1,TRUE,TRUE
MG,DOM SILVERIO,2010,314000,1,314000,1,TRUE,TRUE
MG,DOM VICOSO,2011,246000,1,246000,1,TRUE,TRUE
MG,DOM VICOSO,2012,170000,1,170000,1,TRUE,TRUE
MG,DORES DO INDAIA,2011,185000,1,185000,1,TRUE,TRUE
MG,DORESOPOLIS,2009,490800,1,490800,1,TRUE,TRUE
MG,DORESOPOLIS,2012,198000,1,198000,1,TRUE,TRUE
MG,ELOI MENDES,2007,600000,2,600000,2,TRUE,TRUE
MG,ENGENHEIRO NAVARRO,2008,299450,1,299450,1,TRUE,TRUE
MG,ENTRE FOLHAS,2014,518500,1,518500,1,TRUE,TRUE
MG,ESPERA FELIZ,2011,1250000,4,1250000,4,TRUE,TRUE
MG,ESPIRITO SANTO DO DOURADO,2011,677500,1,677500,1,TRUE,TRUE
MG,ESTIVA,2009,800000,1,800000,1,TRUE,TRUE
MG,ESTRELA DO SUL,2011,900000,3,900000,3,TRUE,TRUE
MG,EXTREMA,2014,618500,1,618500,1,TRUE,TRUE
MG,FELISBURGO,2012,321000,2,321000,2,TRUE,TRUE
MG,FERROS,2008,149990,1,149990,1,TRUE,TRUE
MG,FORMIGA,2007,1245760,1,1245760,1,TRUE,TRUE
MG,FORTUNA DE MINAS,2012,705720,3,705720,3,TRUE,TRUE
MG,FRANCISCO DUMONT,2012,280000,1,280000,1,TRUE,TRUE
MG,FRANCISCO SA,2008,413450,1,413450,1,TRUE,TRUE
MG,FRANCISCO SA,2012,1245000,2,1245000,2,TRUE,TRUE
MG,FRONTEIRA,2010,428400,1,428400,1,TRUE,TRUE
MG,FRUTA DE LEITE,2010,384121,1,384121,1,TRUE,TRUE
MG,FRUTAL,2013,1473000,1,1473000,1,TRUE,TRUE
MG,GALILEIA,2012,396000,1,396000,1,TRUE,TRUE
MG,GLAUCILANDIA,2012,400000,1,400000,1,TRUE,TRUE
MG,GONCALVES,2012,123222,1,123222,1,TRUE,TRUE
MG,GONCALVES,2013,211755,1,211755,1,TRUE,TRUE
MG,GOVERNADOR VALADARES,2002,470062844,1,4700628,1,TRUE,TRUE
MG,GOVERNADOR VALADARES,2004,1368712391,1,13687124,1,TRUE,TRUE
MG,GOVERNADOR VALADARES,2007,1503934516,1,15039345,1,TRUE,TRUE
MG,GOVERNADOR VALADARES,2010,2805200,1,2805200,1,TRUE,TRUE
MG,GOVERNADOR VALADARES,2015,1077924866,2,10779249,2,TRUE,TRUE
MG,GRAO MOGOL,2010,536000,1,536000,1,TRUE,TRUE
MG,GRAO MOGOL,2011,743400,1,743400,1,TRUE,TRUE
MG,GRUPIARA,2012,123000,1,123000,1,TRUE,TRUE
MG,GUAPE,2008,730815,2,730815,2,TRUE,TRUE
MG,GUAPE,2011,845800,1,845800,1,TRUE,TRUE
MG,GUARACIAMA,2014,489000,1,489000,1,TRUE,TRUE
MG,GUARDA-MOR,2010,700000,1,700000,1,TRUE,TRUE
MG,GUAXUPE,2003,530400,1,530400,1,TRUE,TRUE
MG,GUAXUPE,2007,2055900,7,2055900,7,TRUE,TRUE
MG,GUAXUPE,2011,642000,1,642000,1,TRUE,TRUE
MG,GUAXUPE,2012,727252,1,727252,1,TRUE,TRUE
MG,GUIMARANIA,2012,859520,1,859520,1,TRUE,TRUE
MG,HELIODORA,2010,210000,1,210000,1,TRUE,TRUE
MG,HELIODORA,2011,123000,1,123000,1,TRUE,TRUE
MG,IAPU,2008,459400,1,459400,1,TRUE,TRUE
MG,IBERTIOGA,2011,487500,1,487500,1,TRUE,TRUE
MG,IBERTIOGA,2012,220000,1,220000,1,TRUE,TRUE
MG,IBIAI,2014,439900,1,439900,1,TRUE,TRUE
MG,IBIRACI,2010,1000000,1,1000000,1,TRUE,TRUE
MG,IBIRACI,2011,581000,2,581000,2,TRUE,TRUE
MG,IBIRITE,2006,1115000,1,1115000,1,TRUE,TRUE
MG,IBIRITE,2007,185000,2,185000,2,TRUE,TRUE
MG,IGARAPE,2010,1200000,1,1200000,1,TRUE,TRUE
MG,IGUATAMA,2011,355600,1,355600,1,TRUE,TRUE
MG,IGUATAMA,2012,441720,1,441720,1,TRUE,TRUE
MG,ILICINEA,2009,536016,1,536016,1,TRUE,TRUE
MG,ILICINEA,2011,487500,1,487500,1,TRUE,TRUE
MG,INCONFIDENTES,2011,473300,2,473300,2,TRUE,TRUE
MG,INDIANOPOLIS,2008,684000,1,684000,1,TRUE,TRUE
MG,INDIANOPOLIS,2014,1230400,1,1230400,1,TRUE,TRUE
MG,INIMUTABA,2011,636000,1,636000,1,TRUE,TRUE
MG,IPABA,2012,268500,2,268500,2,TRUE,TRUE
MG,IPANEMA,2010,397300,1,397300,1,TRUE,TRUE
MG,IPATINGA,2004,249729198,1,2497292,1,TRUE,TRUE
MG,IPATINGA,2007,2353815628,1,23538156,1,TRUE,TRUE
MG,IPATINGA,2015,8425710,1,8425710,1,TRUE,TRUE
MG,IRAI DE MINAS,2009,172700,1,172700,1,TRUE,TRUE
MG,ITABIRA,2004,1393490748,2,13934907,2,TRUE,TRUE
MG,ITABIRA,2010,3000000,1,3000000,1,TRUE,TRUE
MG,ITABIRA,2011,1032540,1,1032540,1,TRUE,TRUE
MG,ITABIRINHA DE MANTENA,2009,493000,1,493000,1,TRUE,TRUE
MG,ITABIRITO,2007,763700,2,763700,2,TRUE,TRUE
MG,ITAGUARA,2009,450000,1,450000,1,TRUE,TRUE
MG,ITAMARANDIBA,2012,1250000,1,1250000,1,TRUE,TRUE
MG,ITAMBACURI,2010,600000,2,600000,2,TRUE,TRUE
MG,ITAMBACURI,2014,695000,1,695000,1,TRUE,TRUE
MG,ITAMOGI,2010,734300,2,734300,2,TRUE,TRUE
MG,ITANHOMI,2010,274300,1,274300,1,TRUE,TRUE
MG,ITAPAGIPE,2011,492000,1,492000,1,TRUE,TRUE
MG,ITAPECERICA,2012,610200,2,610200,2,TRUE,TRUE
MG,ITATIAIUCU,2010,345400,1,345400,1,TRUE,TRUE
MG,ITAU DE MINAS,2011,795850,1,795850,1,TRUE,TRUE
MG,ITAUNA,2007,150897989,2,2643698,2,TRUE,TRUE
MG,ITINGA,2011,547000,2,547000,2,TRUE,TRUE
MG,ITUIUTABA,2006,2992500,1,2992500,1,TRUE,TRUE
MG,JABOTICATUBAS,2009,772950,1,772950,1,TRUE,TRUE
MG,JACINTO,2011,615000,1,615000,1,TRUE,TRUE
MG,JACUI,2009,578950,1,578950,1,TRUE,TRUE
MG,JACUTINGA,2011,990000,1,990000,1,TRUE,TRUE
MG,JAGUARACU,2011,161900,1,161900,1,TRUE,TRUE
MG,JAGUARACU,2012,212000,1,212000,1,TRUE,TRUE
MG,JAIBA,2008,527450,1,527450,1,TRUE,TRUE
MG,JAPARAIBA,2007,393000,1,393000,1,TRUE,TRUE
MG,JAPARAIBA,2008,240750,1,240750,1,TRUE,TRUE
MG,JEQUERI,2008,426200,1,426200,1,TRUE,TRUE
MG,JESUANIA,2009,492000,1,492000,1,TRUE,TRUE
MG,JESUANIA,2010,187200,1,187200,1,TRUE,TRUE
MG,JOAIMA,2010,398000,1,398000,1,TRUE,TRUE
MG,JUATUBA,2003,3077398,1,307740,1,TRUE,TRUE
MG,JUIZ DE FORA,2002,9536916577,21,6785421,18,TRUE,TRUE
MG,JUIZ DE FORA,2004,8890800,2,8890800,2,TRUE,TRUE
MG,JUIZ DE FORA,2007,3259770,8,3259770,8,TRUE,TRUE
MG,JUIZ DE FORA,2010,2548938504,1,25489385,1,TRUE,TRUE
MG,JUIZ DE FORA,2011,82802966,2,,,TRUE,FALSE
MG,JUIZ DE FORA,2012,230000,1,,,TRUE,FALSE
MG,LADAINHA,2012,543303,1,543303,1,TRUE,TRUE
MG,LAGOA DOS PATOS,2011,396000,1,396000,1,TRUE,TRUE
MG,LAGOA DOURADA,2010,733500,1,733500,1,TRUE,TRUE
MG,LAGOA DOURADA,2011,609000,1,609000,1,TRUE,TRUE
MG,LAGOA FORMOSA,2007,552000,1,552000,1,TRUE,TRUE
MG,LAGOA FORMOSA,2010,995000,1,995000,1,TRUE,TRUE
MG,LAMIM,2010,150000,1,150000,1,TRUE,TRUE
MG,LAMIM,2011,123000,1,123000,1,TRUE,TRUE
MG,LARANJAL,2011,212000,1,212000,1,TRUE,TRUE
MG,LAVRAS,2011,1715400,1,1715400,1,TRUE,TRUE
MG,LAVRAS,2012,561600,1,561600,1,TRUE,TRUE
MG,LEME DO PRADO,2012,396000,1,396000,1,TRUE,TRUE
MG,LIMA DUARTE,2008,518100,1,518100,1,TRUE,TRUE
MG,LIMA DUARTE,2014,488974,1,488974,1,TRUE,TRUE
MG,LIMEIRA DO OESTE,2009,1079400,1,1079400,1,TRUE,TRUE
MG,LIMEIRA DO OESTE,2010,203000,1,203000,1,TRUE,TRUE
MG,LONTRA,2009,286700,1,286700,1,TRUE,TRUE
MG,LUISLANDIA,2014,310500,1,310500,1,TRUE,TRUE
MG,LUMINARIAS,2012,369000,2,369000,2,TRUE,TRUE
MG,LUMINARIAS,2015,147900,1,147900,1,TRUE,TRUE
MG,LUZ,2008,628700,1,628700,1,TRUE,TRUE
MG,LUZ,2010,1160950,1,1160950,1,TRUE,TRUE
MG,MACHADO,2009,172700,1,172700,1,TRUE,TRUE
MG,MACHADO,2012,874000,1,874000,1,TRUE,TRUE
MG,MALACACHETA,2010,410400,1,410400,1,TRUE,TRUE
MG,MANHUMIRIM,2012,1624600,2,1624600,2,TRUE,TRUE
MG,MANTENA,2007,1248000,2,1248000,2,TRUE,TRUE
MG,MARIA DA FE,2010,406000,1,406000,1,TRUE,TRUE
MG,MARIA DA FE,2014,481000,1,481000,1,TRUE,TRUE
MG,MARIPA DE MINAS,2012,463680,1,463680,1,TRUE,TRUE
MG,MARLIERIA,2010,482550,1,482550,1,TRUE,TRUE
MG,MARTINHO CAMPOS,2012,246000,1,246000,1,TRUE,TRUE
MG,MARTINS SOARES,2009,294000,1,294000,1,TRUE,TRUE
MG,MARTINS SOARES,2010,340150,1,340150,1,TRUE,TRUE
MG,MATHIAS LOBATO,2010,165000,1,165000,1,TRUE,TRUE
MG,MEDEIROS,2012,557666,1,557666,1,TRUE,TRUE
MG,MENDES PIMENTEL,2008,400000,1,400000,1,TRUE,TRUE
MG,MENDES PIMENTEL,2011,220000,2,220000,2,TRUE,TRUE
MG,MERCES,2011,440000,1,440000,1,TRUE,TRUE
MG,MINAS NOVAS,2008,552950,1,552950,1,TRUE,TRUE
MG,MINAS NOVAS,2014,1116500,1,1116500,1,TRUE,TRUE
MG,MINDURI,2011,696200,4,696200,4,TRUE,TRUE
MG,MONTALVANIA,2010,700000,1,700000,1,TRUE,TRUE
MG,MONTE BELO,2014,1079900,1,1079900,1,TRUE,TRUE
MG,MONTE CARMELO,2008,684000,1,684000,1,TRUE,TRUE
MG,MONTE SANTO DE MINAS,2008,690800,1,690800,1,TRUE,TRUE
MG,MONTE SIAO,2008,345400,1,345400,1,TRUE,TRUE
MG,MONTE SIAO,2009,1016300,1,1016300,1,TRUE,TRUE
MG,MONTES CLAROS,2007,1979984,1,1979984,1,TRUE,TRUE
MG,MONTES CLAROS,2008,1735934,2,1735934,2,TRUE,TRUE
MG,MORRO DA GARCA,2011,300000,2,300000,2,TRUE,TRUE
MG,MORRO DA GARCA,2012,717680,1,717680,1,TRUE,TRUE
MG,MORRO DO PILAR,2012,250000,1,250000,1,TRUE,TRUE
MG,MUNHOZ,2013,726400,1,726400,1,TRUE,TRUE
MG,MURIAE,2013,2382000,1,2382000,1,TRUE,TRUE
MG,MURIAE,2014,4930880,1,4930880,1,TRUE,TRUE
MG,MUTUM,2008,900000,1,900000,1,TRUE,TRUE
MG,MUTUM,2015,1246750,1,1246750,1,TRUE,TRUE
MG,NATERCIA,2009,240750,1,240750,1,TRUE,TRUE
MG,NATERCIA,2011,360000,1,360000,1,TRUE,TRUE
MG,NAZARENO,2004,153515673,1,1535157,1,TRUE,TRUE
MG,NAZARENO,2008,345400,1,345400,1,TRUE,TRUE
MG,NEPOMUCENO,2012,727680,3,727680,3,TRUE,TRUE
MG,NOVA BELEM,2011,369000,1,369000,1,TRUE,TRUE
MG,NOVA LIMA,2004,745000,1,,,TRUE,FALSE
MG,NOVA PONTE,2013,1119386,1,1119386,1,TRUE,TRUE
MG,NOVA RESENDE,2008,507000,1,507000,1,TRUE,TRUE
MG,NOVA SERRANA,2007,1250000,4,1250000,4,TRUE,TRUE
MG,NOVA UNIAO,2014,245000,1,245000,1,TRUE,TRUE
MG,OLARIA,2008,126750,1,126750,1,TRUE,TRUE
MG,OLHOS-D'AGUA,2008,172700,1,172700,1,TRUE,TRUE
MG,OLIMPIO NORONHA,2011,198000,1,198000,1,TRUE,TRUE
MG,OLIMPIO NORONHA,2012,190000,1,190000,1,TRUE,TRUE
MG,OLIVEIRA,2007,734570,4,734570,4,TRUE,TRUE
MG,ORIZANIA,2012,636000,1,636000,1,TRUE,TRUE
MG,OURO BRANCO,2011,1560900,5,1560900,5,TRUE,TRUE
MG,OURO PRETO,2004,86660239,1,866602,1,TRUE,TRUE
MG,OURO VERDE DE MINAS,2014,284550,1,284550,1,TRUE,TRUE
MG,PADRE PARAISO,2012,556000,2,556000,2,TRUE,TRUE
MG,PAINS,2007,589952,1,589952,1,TRUE,TRUE
MG,PAINS,2008,345400,1,345400,1,TRUE,TRUE
MG,PARA DE MINAS,2003,31436965,1,314370,1,TRUE,TRUE
MG,PARA DE MINAS,2010,2317500,1,2317500,1,TRUE,TRUE
MG,PARA DE MINAS,2014,7083320,1,7083320,1,TRUE,TRUE
MG,PARACATU,2002,1283172,1,1283172,1,TRUE,TRUE
MG,PARAGUACU,2007,11599999,1,116000,1,TRUE,TRUE
MG,PARAISOPOLIS,2011,1218900,2,1218900,2,TRUE,TRUE
MG,PASSOS,2010,2697720,1,2697720,1,TRUE,TRUE
MG,PATOS DE MINAS,2007,2994287,1,2994287,1,TRUE,TRUE
MG,PATROCINIO,2012,2833699,5,2833699,5,TRUE,TRUE
MG,PEDRA BONITA,2009,400000,1,400000,1,TRUE,TRUE
MG,PEDRA BONITA,2010,284050,1,284050,1,TRUE,TRUE
MG,PEDRALVA,2010,271000,1,271000,1,TRUE,TRUE
MG,PEDRALVA,2011,636000,1,636000,1,TRUE,TRUE
MG,PEDRO LEOPOLDO,2007,2830900,8,2830900,8,TRUE,TRUE
MG,PERDIZES,2008,172700,1,172700,1,TRUE,TRUE
MG,PERDIZES,2009,659000,1,659000,1,TRUE,TRUE
MG,PESCADOR,2008,303595,1,303595,1,TRUE,TRUE
MG,PIEDADE DE PONTE NOVA,2009,345400,1,345400,1,TRUE,TRUE
MG,PIEDADE DOS GERAIS,2009,483000,1,483000,1,TRUE,TRUE
MG,PIMENTA,2012,424000,1,424000,1,TRUE,TRUE
MG,PIRACEMA,2011,246000,1,246000,1,TRUE,TRUE
MG,PIRANGA,2008,599989,1,599989,1,TRUE,TRUE
MG,PIRANGA,2009,1024000,1,1024000,1,TRUE,TRUE
MG,PIRANGUCU,2011,419900,1,419900,1,TRUE,TRUE
MG,PIRANGUINHO,2012,1044580,2,1044580,2,TRUE,TRUE
MG,PIUMHI,2010,1200000,1,1200000,1,TRUE,TRUE
MG,PIUMHI,2011,1032000,1,1032000,1,TRUE,TRUE
MG,PIUMHI,2013,760600,1,760600,1,TRUE,TRUE
MG,POCO FUNDO,2010,212000,1,212000,1,TRUE,TRUE
MG,POCO FUNDO,2013,396000,1,396000,1,TRUE,TRUE
MG,POCOS DE CALDAS,2007,2326514,3,2326514,3,TRUE,TRUE
MG,POCOS DE CALDAS,2008,110641326,1,1106413,1,TRUE,TRUE
MG,POMPEU,2010,888455,1,888455,1,TRUE,TRUE
MG,PONTE NOVA,2007,1725000,1,1725000,1,TRUE,TRUE
MG,PONTE NOVA,2011,2495000,1,2495000,1,TRUE,TRUE
MG,PONTO CHIQUE,2008,255075,1,255075,1,TRUE,TRUE
MG,PORTO FIRME,2011,246000,1,246000,1,TRUE,TRUE
MG,POUSO ALEGRE,2007,272446,1,272446,1,TRUE,TRUE
MG,POUSO ALEGRE,2009,1140000,1,1140000,1,TRUE,TRUE
MG,POUSO ALTO,2009,790000,1,790000,1,TRUE,TRUE
MG,PRATAPOLIS,2010,983600,4,983600,4,TRUE,TRUE
MG,PRATINHA,2012,732500,3,732500,3,TRUE,TRUE
MG,PRESIDENTE KUBITSCHEK,2010,332000,1,332000,1,TRUE,TRUE
MG,PRESIDENTE KUBITSCHEK,2011,123000,1,123000,1,TRUE,TRUE
MG,PRESIDENTE OLEGARIO,2010,745450,2,745450,2,TRUE,TRUE
MG,QUARTEL GERAL,2011,123000,1,123000,1,TRUE,TRUE
MG,QUELUZITO,2011,287400,1,287400,1,TRUE,TRUE
MG,RESSAQUINHA,2011,639400,1,639400,1,TRUE,TRUE
MG,RIBEIRAO DAS NEVES,2004,119285216,1,1192852,1,TRUE,TRUE
MG,RIBEIRAO DAS NEVES,2014,5700000,1,5700000,1,TRUE,TRUE
MG,RIO ESPERA,2012,450000,1,450000,1,TRUE,TRUE
MG,RIO MANSO,2012,594000,1,594000,1,TRUE,TRUE
MG,RIO PARANAIBA,2010,1250000,1,1250000,1,TRUE,TRUE
MG,RIO PARANAIBA,2011,393000,1,393000,1,TRUE,TRUE
MG,RIO PARDO DE MINAS,2008,345400,1,345400,1,TRUE,TRUE
MG,RIO PRETO,2011,1156200,4,1156200,4,TRUE,TRUE
MG,SABINOPOLIS,2008,400700,1,400700,1,TRUE,TRUE
MG,SALTO DA DIVISA,2012,429760,1,429760,1,TRUE,TRUE
MG,SANTA BARBARA DO MONTE VERDE,2010,422900,2,422900,2,TRUE,TRUE
MG,SANTA BARBARA DO MONTE VERDE,2011,212000,1,212000,1,TRUE,TRUE
MG,SANTA JULIANA,2012,800000,3,800000,3,TRUE,TRUE
MG,SANTA RITA DE CALDAS,2007,169500,1,169500,1,TRUE,TRUE
MG,SANTA RITA DE CALDAS,2008,380250,1,380250,1,TRUE,TRUE
MG,SANTA RITA DE JACUTINGA,2014,94500,1,94500,1,TRUE,TRUE
MG,SANTA RITA DO ITUETO,2010,643850,2,643850,2,TRUE,TRUE
MG,SANTA RITA DO SAPUCAI,2010,1250000,1,1250000,1,TRUE,TRUE
MG,SANTA VITORIA,2009,785000,1,785000,1,TRUE,TRUE
MG,SANTA VITORIA,2012,264000,1,264000,1,TRUE,TRUE
MG,SANTANA DA VARGEM,2012,643900,2,643900,2,TRUE,TRUE
MG,SANTANA DO GARAMBEU,2009,288000,1,288000,1,TRUE,TRUE
MG,SANTANA DO MANHUACU,2008,354750,1,354750,1,TRUE,TRUE
MG,SANTANA DO MANHUACU,2011,487500,1,487500,1,TRUE,TRUE
MG,SANTO ANTONIO DO AMPARO,2009,870000,1,870000,1,TRUE,TRUE
MG,SANTO ANTONIO DO AVENTUREIRO,2008,240750,1,240750,1,TRUE,TRUE
MG,SANTO ANTONIO DO JACINTO,2012,356943,1,356943,1,TRUE,TRUE
MG,SANTO ANTONIO DO MONTE,2006,1014250,2,1014250,2,TRUE,TRUE
MG,SANTOS DUMONT,2007,1200000,2,1200000,2,TRUE,TRUE
MG,SAO BENTO ABADE,2011,400000,1,400000,1,TRUE,TRUE
MG,SAO DOMINGOS DO PRATA,2010,900000,1,900000,1,TRUE,TRUE
MG,SAO FELIX DE MINAS,2009,400000,1,400000,1,TRUE,TRUE
MG,SAO FELIX DE MINAS,2010,293800,1,293800,1,TRUE,TRUE
