weight_id,w_owners_muni_univ,w_emp_muni_univ,w_firm_muni_univ,w_binary_muni_univ,w_firm_empshare_floor,w_binary_empshare_floor
w_owners_muni_univ,1,0.47948970615215,0.880775377879306,0.810975077739405,0.570454961459989,0.476549927046665
w_emp_muni_univ,0.47948970615215,1,0.591967098573327,0.529730888927995,0.921340268195187,0.658485619161288
w_firm_muni_univ,0.880775377879306,0.591967098573327,1,0.847570829439555,0.651581263743562,0.48166283138207
w_binary_muni_univ,0.810975077739405,0.529730888927995,0.847570829439555,1,0.601630339087017,0.704915729082919
w_firm_empshare_floor,0.570454961459989,0.921340268195187,0.651581263743562,0.601630339087017,1,0.753704873298228
w_binary_empshare_floor,0.476549927046665,0.658485619161288,0.48166283138207,0.704915729082919,0.753704873298228,1
