margin,denom,bin,n_obs,n_munis,n_munis_with_sigma,mean_share_overall,total_var,between_muni_var,within_muni_var,share_within,p10_sigma_within,med_sigma_within,p90_sigma_within
A2_size_x_sec,V2,G_1,45977,5200,4922,0.289755364923214,0.135919187584291,0.0972325895146706,0.072056071360161,0.530139067491666,0,0.281418172383748,0.494581059845999
A2_size_x_sec,V2,G_2,45977,5200,4922,0.0417792384436312,0.0231048640033837,0.00734437827314661,0.0154238930352492,0.667560433724707,0,0,0.231173127288986
A2_size_x_sec,V2,H_1,45977,5200,4922,0.168389936731311,0.0786613924980013,0.0343681803684062,0.0503566453559622,0.640169767618107,0,0.147714255166266,0.408248290463863
A2_size_x_sec,V2,H_2,45977,5200,4922,0.0352502189044401,0.017967475601265,0.00573600908542375,0.0112790476073469,0.627748040829552,0,0,0.169512544113027
A2_size_x_sec,V2,I_1,45977,5200,4922,0.00458812282903548,0.0024723188976063,0.000804386332011709,0.00206970225636097,0.837150198691947,0,0,0.0166748061341196
A2_size_x_sec,V2,I_2,45977,5200,4922,0.00066666933469145,0.000330390702032545,0.000149788939417488,0.000200121618324918,0.605712016390841,0,0,0
A2_size_x_sec,V2,J_1,45977,5200,4922,0.014390497335316,0.0089382519090917,0.00119537214824654,0.00789561079412933,0.883350667941924,0,0,0.120767694051782
A2_size_x_sec,V2,J_2,45977,5200,4922,0.00733626398199536,0.00495510309677103,0.00153808250169286,0.00417214740408027,0.841990029793533,0,0,0.0112312773415803
A2_size_x_sec,V2,L_1,45977,5200,4922,0.00124190434888847,0.000735525753175164,0.0003777466530615,0.00059100043955563,0.803507473401662,0,0,0
A2_size_x_sec,V2,L_2,45977,5200,4922,0.000142417712115234,9.01859037907323e-05,5.57766187162659e-06,8.16669037815597e-05,0.905539561604438,0,0,0
A2_size_x_sec,V2,M_1,45977,5200,4922,0.00295468004263012,0.00144826633526174,0.000322472016101755,0.00122727023035053,0.847406447605324,0,0,0.0063234170751232
A2_size_x_sec,V2,M_2,45977,5200,4922,0.00164530554957479,0.000986934213532959,0.000211923606305455,0.000779368236457409,0.789686106500939,0,0,0
A2_size_x_sec,V2,N_1,45977,5200,4922,0.0148487701162298,0.00783039606890001,0.00381771186252466,0.00558864814079992,0.713712064067404,0,0,0.0779662864618597
A2_size_x_sec,V2,N_2,45977,5200,4922,0.00292549408499802,0.00142724111972338,0.000213268529873152,0.00113812092243052,0.797427222844519,0,0,0
A2_size_x_sec,V2,P_1,45977,5200,4922,0.00169398780008089,0.000752499719808563,0.000362547684284277,0.000622005780687827,0.826586062844072,0,0,0.0045166602972894
A2_size_x_sec,V2,P_2,45977,5200,4922,0.000829889365083297,0.000404803414841466,3.68069828019918e-05,0.000354736936645958,0.876319032004421,0,0,0
A2_size_x_sec,V2,Q_1,45977,5200,4922,0.00143717762616465,0.000484352271195718,7.42854115304618e-05,0.000427323494007482,0.88225764473562,0,0,0.00167695633959448
A2_size_x_sec,V2,Q_2,45977,5200,4922,0.00104176206904225,0.0004390670960259,3.16373378322292e-05,0.000390555941326412,0.889513117383257,0,0,0
A2_size_x_sec,V2,R_1,45977,5200,4922,0.00129385877283699,0.000835299197406913,0.00014235680658929,0.000713813187344094,0.854559886517361,0,0,0
A2_size_x_sec,V2,R_2,45977,5200,4922,0.000792029308280402,0.00057572008776137,5.18871191082077e-05,0.000509564624155273,0.885090923501841,0,0,0
A2_size_x_sec,V2,S_1,45977,5200,4922,0.00154294446962341,0.000951160110581196,0.000364886897683133,0.000787902349985996,0.828359327962731,0,0,0.000502884482305141
A2_size_x_sec,V2,S_2,45977,5200,4922,0.000394344506135413,0.000179716834139055,2.0439514993828e-05,0.000149151251520999,0.829923653148675,0,0,0
