margin,denom,bin,n_obs,n_munis,n_munis_with_sigma,mean_share_overall,total_var,between_muni_var,within_muni_var,share_within,p10_sigma_within,med_sigma_within,p90_sigma_within
standalone_S4,all,1,45977,5200,4922,0.458300715842241,0.159279884596819,0.0966864114532916,0.0827166647005075,0.519316452983915,0,0.298500865880722,0.48311078640768
standalone_S4,all,2,45977,5200,4922,0.251346788332379,0.103523167436488,0.0430947864856934,0.0718236240587499,0.693792759990793,0,0.250981249011636,0.456337697280567
standalone_S4,all,3,45977,5200,4922,0.188094259810525,0.0912583652758525,0.0371694860431044,0.0556700384865977,0.610026689808878,0,0.144498895284279,0.408248290463863
standalone_S4,all,4,45977,5200,4922,0.102258236014856,0.0624823279271262,0.0237857884646817,0.0336458286010127,0.538485516100716,0,0,0.344901242114225
