margin,denom,n_bins_total,n_bins_with_share_within,max_share_within,med_share_within_across_bins,mean_share_within_across_bins,max_med_sigma_within,med_med_sigma_within,n_bins_supported,any_bin_supports_f1,verdict
A2_size_x_sec,V2,34,34,0.905539561604438,0.79897273594045,0.755530943944741,0.281418172383748,0,3,TRUE,SUPPORTED
