option,denom,bin,cnae_section,size_bin_int,n_munis_with_sigma,mean_share_overall,share_within,round1_share_within,delta_share_within,med_sigma_within,round1_med_sigma_within,delta_med_sigma_within,round1_n_munis,round1_mean_share
A3,V2,F_1,F,1,4926,0.0293198062376323,0.705784336126366,0.726906741214978,-0.0211224050886124,0,0.00159789196702261,-0.00159789196702261,5291,0.0397551545643194
A3,V2,F_2,F,2,4926,0.0103496917216976,0.730435625106944,0.726906741214978,0.00352888389196593,0,0.00159789196702261,-0.00159789196702261,5291,0.0397551545643194
A3,V2,F_3,F,3,4926,0.002661136134501,0.732066820466126,0.726906741214978,0.00516007925114814,0,0.00159789196702261,-0.00159789196702261,5291,0.0397551545643194
A3,V2,G_1,G,1,4926,0.291137495441923,0.529318038039193,0.576475757478524,-0.0471577194393307,0.279888871354672,0.308653417790661,-0.0287645464359893,5291,0.312272618926921
A3,V2,G_2,G,2,4926,0.0273376881270232,0.704129586861697,0.576475757478524,0.127653829383173,0,0.308653417790661,-0.308653417790661,5291,0.312272618926921
A3,V2,G_3,G,3,4926,0.0139230494407179,0.685298138468881,0.576475757478524,0.108822380990357,0,0.308653417790661,-0.308653417790661,5291,0.312272618926921
A3,V2,H_1,H,1,4926,0.168613301520669,0.639652187557366,0.693033145890956,-0.0533809583335897,0.148291707278905,0.222879336371674,-0.0745876290927695,5291,0.210073298742009
A3,V2,H_2,H,2,4926,0.0255917673962468,0.700801484226019,0.693033145890956,0.00776833833506341,0,0.222879336371674,-0.222879336371674,5291,0.210073298742009
A3,V2,H_3,H,3,4926,0.00928364975463459,0.648573400582502,0.693033145890956,-0.0444597453084541,0,0.222879336371674,-0.222879336371674,5291,0.210073298742009
A3,V2,I_1,I,1,4926,0.00462313108378946,0.840816191661509,0.829076885653674,0.0117393060078347,0,0,0,5291,0.00586447872063387
A3,V2,I_2,I,2,4926,0.000450207413746723,0.836266173430191,0.829076885653674,0.00718928777651651,0,0,0,5291,0.00586447872063387
A3,V2,I_3,I,3,4926,0.000206739788655095,0.371121827411413,0.829076885653674,-0.457955058242261,0,0,0,5291,0.00586447872063387
A3,V2,J_1,J,1,4926,0.014556978514106,0.883554851874671,0.855656592659921,0.0278982592147496,0,0,0,5291,0.0317168076489442
A3,V2,J_2,J,2,4926,0.00565110834205621,0.836047124374645,0.855656592659921,-0.019609468285276,0,0,0,5291,0.0317168076489442
A3,V2,J_3,J,3,4926,0.00164022844225665,0.880773389025761,0.855656592659921,0.0251167963658404,0,0,0,5291,0.0317168076489442
A3,V2,L_1,L,1,4926,0.00125731276854783,0.80403880894146,0.83219554551722,-0.0281567365757606,0,0,0,5291,0.00171599364811999
A3,V2,L_2,L,2,4926,0.000119923744524335,0.898808487193244,0.83219554551722,0.0666129416760243,0,0,0,5291,0.00171599364811999
A3,V2,L_3,L,3,4926,2.13879796118643e-05,0.928591669340677,0.83219554551722,0.0963961238234569,0,0,0,5291,0.00171599364811999
A3,V2,M_1,M,1,4926,0.00296011287377902,0.845592168535895,0.830944168151758,0.0146480003841371,0,0,0,5291,0.00612312228039493
A3,V2,M_2,M,2,4926,0.00101444133097976,0.818437940990791,0.830944168151758,-0.0125062271609675,0,0,0,5291,0.00612312228039493
A3,V2,M_3,M,3,4926,0.000612735956202243,0.786492755424826,0.830944168151758,-0.0444514127269317,0,0,0,5291,0.00612312228039493
A3,V2,N_1,N,1,4926,0.0148958277552211,0.71006668886578,0.728079687434887,-0.0180129985691071,0,0,0,5291,0.019132383612102
A3,V2,N_2,N,2,4926,0.00184549699273813,0.813021334171475,0.728079687434887,0.0849416467365877,0,0,0,5291,0.019132383612102
A3,V2,N_3,N,3,4926,0.00105557427959156,0.807906771611028,0.728079687434887,0.0798270841761406,0,0,0,5291,0.019132383612102
A3,V2,P_1,P,1,4926,0.00167420309773755,0.824611903654822,0.874488623647596,-0.0498767199927737,0,0,0,5291,0.00267558914906056
A3,V2,P_2,P,2,4926,0.000451123784187675,0.87005036927515,0.874488623647596,-0.0044382543724456,0,0,0,5291,0.00267558914906056
A3,V2,P_3,P,3,4926,0.000371741869275218,0.889394518779084,0.874488623647596,0.0149058951314875,0,0,0,5291,0.00267558914906056
A3,V2,Q_1,Q,1,4926,0.00145209225270047,0.882323678657182,0.88428898611985,-0.00196530746266843,0,0,0,5291,0.00236423303256714
A3,V2,Q_2,Q,2,4926,0.000444479790055676,0.910890427567165,0.88428898611985,0.026601441447315,0,0,0,5291,0.00236423303256714
A3,V2,Q_3,Q,3,4926,0.00058710299727707,0.895784809804952,0.88428898611985,0.0114958236851017,0,0,0,5291,0.00236423303256714
A3,V2,R_1,R,1,4926,0.00129823311081824,0.856992657882702,0.875864371342705,-0.0188717134600032,0,0,0,5291,0.00291356441032389
A3,V2,R_2,R,2,4926,0.000225996676708015,0.904127262405903,0.875864371342705,0.0282628910631985,0,0,0,5291,0.00291356441032389
A3,V2,R_3,R,3,4926,0.000558840073030208,0.878286344279274,0.875864371342705,0.00242197293656843,0,0,0,5291,0.00291356441032389
A3,V2,S_1,S,1,4926,0.00151990559455196,0.830059695926069,0.858059905960133,-0.0280002100340641,0,0,0,5291,0.00187911980717753
A3,V2,S_2,S,2,4926,0.000288276758873552,0.837966664109751,0.858059905960133,-0.0200932418503819,0,0,0,5291,0.00187911980717753
A3,V2,S_3,S,3,4926,8.1015948291871e-05,0.872734935117449,0.858059905960133,0.0146750291573161,0,0,0,5291,0.00187911980717753
