option,denom,bin,cnae_section,size_bin_int,n_munis_with_sigma,mean_share_overall,share_within,round1_share_within,delta_share_within,med_sigma_within,round1_med_sigma_within,delta_med_sigma_within,round1_n_munis,round1_mean_share
A3,V2,A_1,A,1,4926,0.0294013822565404,0.690982526012294,0.600295207252831,0.0906873187594628,0,0,0,5291,0.0582197850687378
A3,V2,A_2,A,2,4926,0.0184773869881364,0.63318501672296,0.600295207252831,0.032889809470129,0,0,0,5291,0.0582197850687378
A3,V2,A_3,A,3,4926,0.00955329138776886,0.631143323019386,0.600295207252831,0.0308481157665547,0,0,0,5291,0.0582197850687378
A3,V2,B_1,B,1,4926,0.0190280089568336,0.614544850752294,0.62743351511756,-0.0128886643652656,0,0,0,5291,0.0230279056670227
A3,V2,B_2,B,2,4926,0.00495344332835667,0.623571944279781,0.62743351511756,-0.00386157083777894,0,0,0,5291,0.0230279056670227
A3,V2,B_3,B,3,4926,0.00171256578335033,0.67190039343207,0.62743351511756,0.0444668783145104,0,0,0,5291,0.0230279056670227
A3,V2,C_1,C,1,4926,0.122407594761195,0.64942398289917,0.583104004312045,0.0663199785871251,0.0946805375720962,0.237903706554645,-0.143223168982549,5291,0.261916483669941
A3,V2,C_2,C,2,4926,0.0836805875875129,0.618536847609549,0.583104004312045,0.0354328432975043,0,0.237903706554645,-0.237903706554645,5291,0.261916483669941
A3,V2,C_3,C,3,4926,0.0553584772778273,0.531299526142034,0.583104004312045,-0.0518044781700113,0,0.237903706554645,-0.237903706554645,5291,0.261916483669941
A3,V2,D_1,D,1,4926,0.0031209291110146,0.80225488472849,0.808023754117992,-0.00576886938950183,0,0,0,5291,0.00586952372630549
A3,V2,D_2,D,2,4926,0.000937443614545416,0.815336432005605,0.808023754117992,0.00731267788761281,0,0,0,5291,0.00586952372630549
A3,V2,D_3,D,3,4926,0.00054221450743523,0.853882352653927,0.808023754117992,0.0458585985359348,0,0,0,5291,0.00586952372630549
A3,V2,E_1,E,1,4926,0.00380616037675721,0.805970290472334,0.813833396851068,-0.00786310637873378,0,0,0,5291,0.00764807540726763
A3,V2,E_2,E,2,4926,0.00241312172688234,0.800839700928905,0.813833396851068,-0.0129936959221628,0,0,0,5291,0.00764807540726763
A3,V2,E_3,E,3,4926,0.000391785492326262,0.8999137008595,0.813833396851068,0.0860803040084318,0,0,0,5291,0.00764807540726763
