denom,bin,n_obs,n_munis,mean_share_overall,total_var,within_muni_var,between_muni_var,share_within,p10_sigma_within,med_sigma_within,p90_sigma_within,n_munis_with_sigma
V1,Agro_1,45867,5198,0.029432821053269,0.0191283917820445,0.0132211870447209,0.0086229797633306,0.691181318082965,0,0,0.249417567264196,4918
V1,Agro_2,45867,5198,0.0284891093284165,0.0198360009549358,0.0115286788923986,0.00874867133484931,0.581199754859355,0,0,0.162780448151388,4918
V1,Ind_1,45867,5198,0.14151865738561,0.0711963622461949,0.0449800023983337,0.0364404123328221,0.631773885339734,0,0.118789947690328,0.415776363004944,4918
V1,Ind_2,45867,5198,0.147936272547173,0.0815572119991287,0.0417139571689995,0.0346357625023308,0.511468650613574,0,0,0.363555378529374,4918
V1,Infra_1,45867,5198,0.205955839565609,0.0923578239058757,0.0602876206701659,0.0412954873510473,0.652761380904845,0,0.204864639176412,0.435980402229645,4918
V1,Infra_2,45867,5198,0.0530970033055232,0.0278745623325212,0.017390174003352,0.00935220928469477,0.623872539984704,0,0,0.251519903640382,4918
V1,Serv_1,45867,5198,0.335612806626168,0.144635007110441,0.0795674573346284,0.0964763834577901,0.550125857662328,0,0.30237822853589,0.494312177020075,4918
V1,Serv_2,45867,5198,0.0579574901882316,0.0323424477496998,0.0220045715187391,0.0105517843815318,0.680361971642771,0,0,0.293177947779173,4918
