treatment,n_loans,diag_4x4_uw,diag_4x4_vw,diag_3x3_uw,pass_4x4_vw_60pct,pass_3x3_uw_65pct,n_unmatched_added,n_unmatched_dropped
T1_drop_unmatched,742404,0.627862996427821,0.702040774041275,0.762885167644571,TRUE,TRUE,0,853121
T2_treat_as_micro_all,1595525,0.52492063740775,0.347061522364878,0.722743297660645,FALSE,TRUE,853121,0
T3_conditional_micro_pequena,1329190,0.630101038978626,0.701034644225605,0.867562199535055,TRUE,TRUE,586786,266335
