margin,denom,bin,n_obs,n_munis,n_munis_with_sigma,mean_share_overall,total_var,between_muni_var,within_muni_var,share_within,p10_sigma_within,med_sigma_within,p90_sigma_within
A2_size_x_sec,V1,A_1,45867,5198,4918,0.029432821053269,0.0191283917820445,0.0086229797633306,0.0132211870447209,0.691181318082965,0,0,0.249417567264196
A2_size_x_sec,V1,A_2,45867,5198,4918,0.0284891093284165,0.0198360009549358,0.00874867133484931,0.0115286788923986,0.581199754859355,0,0,0.162780448151388
A2_size_x_sec,V1,B_1,45867,5198,4918,0.0189747415155501,0.0116993020303743,0.00708004895937145,0.00720560524347703,0.615900437886765,0,0,0.0918124190913184
A2_size_x_sec,V1,B_2,45867,5198,4918,0.00676884775359891,0.00441255686509565,0.0016167243297617,0.00277769675085423,0.629498233286567,0,0,0
A2_size_x_sec,V1,C_1,45867,5198,4918,0.12254391587006,0.0621383190393415,0.0300763531546399,0.0402975155797393,0.648513126887547,0,0.0941160913836573,0.404639681289092
A2_size_x_sec,V1,C_2,45867,5198,4918,0.141167424793574,0.0784123045152832,0.0329966796640102,0.0399328393910369,0.509267514044988,0,0,0.35696867657271
A2_size_x_sec,V1,D_1,45867,5198,4918,0.00314018688196283,0.00253744026897313,0.000678499075642317,0.0020300756966984,0.800048663813452,0,0,0
A2_size_x_sec,V1,D_2,45867,5198,4918,0.00149569449374806,0.00104358187443704,0.00018933203673162,0.000863889928491913,0.827812316075287,0,0,0
A2_size_x_sec,V1,E_1,45867,5198,4918,0.00381765309174022,0.00189386037917466,0.000632917357048033,0.00150998788829518,0.797306868499582,0,0,0.00725755279430425
A2_size_x_sec,V1,E_2,45867,5198,4918,0.00284349721390683,0.00160143301382973,0.000305704843226732,0.00129667306836661,0.80969547721868,0,0,0
A2_size_x_sec,V1,F_1,45867,5198,4918,0.0294674062558703,0.0151122048775139,0.00770243317526927,0.0106690766960194,0.705990739438315,0,0,0.194055595566173
A2_size_x_sec,V1,F_2,45867,5198,4918,0.0132198257344021,0.0068250516219761,0.00220477849523063,0.00477158479633421,0.699128015525935,0,0,0.047942656882554
A2_size_x_sec,V1,G_1,45867,5198,4918,0.291337890214701,0.136455129030751,0.0977584252334409,0.0720917268081343,0.528318190164094,0,0.281975880595402,0.494355782959283
A2_size_x_sec,V1,G_2,45867,5198,4918,0.0420644645718012,0.0232975595562725,0.00769514902068147,0.0154860073437479,0.664705129579915,0,0,0.232200162511889
A2_size_x_sec,V1,H_1,45867,5198,4918,0.169530593336035,0.0792599056874208,0.0347596019652323,0.050668048813835,0.639264560995768,0,0.149201280244879,0.408248290463863
A2_size_x_sec,V1,H_2,45867,5198,4918,0.0355379858634662,0.0181347222046319,0.00578598746759591,0.0113706683609939,0.627010892843432,0,0,0.170346387851254
A2_size_x_sec,V1,I_1,45867,5198,4918,0.00461339601995457,0.00248223945976696,0.000805444835727113,0.00207797209666794,0.83713603395179,0,0,0.0168767759153496
A2_size_x_sec,V1,I_2,45867,5198,4918,0.000669467822751681,0.000331239169602904,0.000149867624357709,0.000200628953174886,0.605692114901158,0,0,0
A2_size_x_sec,V1,J_1,45867,5198,4918,0.0145105075893918,0.00903393036344407,0.00120433605354674,0.0079786180624952,0.883183480667594,0,0,0.121107303824699
A2_size_x_sec,V1,J_2,45867,5198,4918,0.00739964487744531,0.00501019024810233,0.00154864090055319,0.00421562271522124,0.841409708307575,0,0,0.0114796736877202
A2_size_x_sec,V1,L_1,45867,5198,4918,0.00124604179900123,0.000737699964234562,0.000377914040986586,0.000592797091056797,0.803574786223398,0,0,0
A2_size_x_sec,V1,L_2,45867,5198,4918,0.00014277971661602,9.04071058947039e-05,5.58009219095747e-06,8.18672702096837e-05,0.905540216109047,0,0,0
A2_size_x_sec,V1,M_1,45867,5198,4918,0.00298047600272646,0.00146655294664949,0.000325571516979677,0.00124214278497807,0.846981207065103,0,0,0.00639770601900603
A2_size_x_sec,V1,M_2,45867,5198,4918,0.00166409250296694,0.000992908772676932,0.000212672657515517,0.000783802246759839,0.78940006204867,0,0,0
A2_size_x_sec,V1,N_1,45867,5198,4918,0.0149056577455037,0.00785523511832451,0.00383889771647036,0.00560205354886894,0.713161791402093,0,0,0.0780427419696324
A2_size_x_sec,V1,N_2,45867,5198,4918,0.00293762440347921,0.00143138593084715,0.000213569869037428,0.00114125151020917,0.797305244947977,0,0,0
A2_size_x_sec,V1,P_1,45867,5198,4918,0.00170237461867956,0.000754555140479881,0.000363364964499594,0.000623328822518424,0.826087835173981,0,0,0.00452514058438442
A2_size_x_sec,V1,P_2,45867,5198,4918,0.000838746651981592,0.000406516460260787,3.70068075300116e-05,0.000356040709513895,0.875833439279406,0,0,0
A2_size_x_sec,V1,Q_1,45867,5198,4918,0.00145900803782245,0.000494344799675826,7.48176620740235e-05,0.000436457664825275,0.882901297053168,0,0,0.00174146782494365
A2_size_x_sec,V1,Q_2,45867,5198,4918,0.00104912467483664,0.000440678986946553,3.17292397604364e-05,0.000391931008957972,0.889379844665719,0,0,0
A2_size_x_sec,V1,R_1,45867,5198,4918,0.00129947582797672,0.000839318491456243,0.000143289110398531,0.000717042890260891,0.854315611487124,0,0,0
A2_size_x_sec,V1,R_2,45867,5198,4918,0.000793957170101837,0.000577099375919805,5.21593328258133e-05,0.000510621526097034,0.884806928240363,0,0,0
A2_size_x_sec,V1,S_1,45867,5198,4918,0.00155797877041004,0.000962745217830572,0.000365535589551775,0.000798346328290077,0.829239463883344,0,0,0.000533014820753234
A2_size_x_sec,V1,S_2,45867,5198,4918,0.000397587796251195,0.000180736799616894,2.04981564102024e-05,0.000150037023444446,0.830140977169443,0,0,0
