option,size_bin,bin_label,n_cells_total,n_cells_with_borrower,share_cells_with_borrower,share_munis_with_bin_borrower_med,n_borrowers_p10,n_borrowers_p50,n_borrowers_p90,share_thin,structurally_thin
A4,1,Micro,768790,90306,0.117465107506601,0.0935974465185274,1,1,7,0.846964764246008,TRUE
A4,2,Pequena,429404,64980,0.15132602397742,0.123173491423941,1,1,5,0.874546014158203,FALSE
A4,3,Media,372770,39863,0.106937253534351,0.0981463315757063,1,1,5,0.894614053131977,TRUE
A4,4,Grande,420758,18035,0.0428631184671474,0.0443973704416246,1,1,3,0.96024397005822,TRUE
