n_firms_with_unmatched_loans,n_type_A_never_in_rais,n_type_B_sometimes_in_rais,share_type_A,share_type_B,n_loans_unmatched_type_A,n_loans_unmatched_type_B,share_unmatched_loans_type_A,share_unmatched_loans_type_B,val_unmatched_type_A,val_unmatched_type_B,type_B_median_rais_years
190402,190336,66,0.999653364985662,0.000346635014338085,852860,261,0.999694064499643,0.000305935500356925,32725511684253.2,874707695241.473,3
