cnae_section_raw,value_kind,n_firm_years,n_firms,n_munis,n_bndes,bndes_value_M,years
,NA,20,13,15,18,31.8757610483786,"2002, 2003, 2004, 2005, 2007, 2010, 2011, 2012, 2013, 2014"
