denom,bin,n_obs,n_munis,mean_share_overall,total_var,within_muni_var,between_muni_var,share_within,p10_sigma_within,med_sigma_within,p90_sigma_within,n_munis_with_sigma
V2,Agro_1,45977,5200,0.0291564861214804,0.0188779552607736,0.0130707727563609,0.00848874969249136,0.692382865400715,0,0,0.246281664872498,4922
V2,Agro_2,45977,5200,0.0283145449493254,0.0196837036515323,0.0114801830916795,0.00861557720216247,0.583232876033764,0,0,0.160267394764814,4922
V2,Ind_1,45977,5200,0.140627492037949,0.0706541313301379,0.0447519004644807,0.0359263502849374,0.633393966099072,0,0.118670173634282,0.415537310379306,4922
V2,Ind_2,45977,5200,0.147078737343158,0.0810991047800014,0.0415021320634666,0.0344383842322922,0.511745871622751,0,0,0.36225853102237,4922
V2,Infra_1,45977,5200,0.204655593270499,0.0917729293042361,0.0599857006702518,0.0409020054825096,0.653631753121811,0,0.203918640806938,0.434032460143161,4922
V2,Infra_2,45977,5200,0.0527142830425382,0.0276616053060977,0.0172886315924262,0.00927607594918313,0.625004637334445,0,0,0.250914244416146,4922
V2,Serv_1,45977,5200,0.33374730826402,0.144164140408048,0.079550046371602,0.0960337771647584,0.551801898491819,0,0.302255629612549,0.494935189606855,4922
V2,Serv_2,45977,5200,0.0575534143555474,0.032080000274926,0.0219195137898297,0.0101702027576878,0.683276608540497,0,0,0.292660229853401,4922
