channel,channel_label,term,coef,se,tstat,pval,F_partial,p_partial,relevant_5pc,lhs,n_obs,joint_F_7chan,joint_p_7chan,joint_rank_deficient
M,Mayor,Z_M,-0.000742061012589286,0.00739101154949962,-0.100400467191737,0.926359923880396,0.0100802538123191,0.920026464497848,FALSE,s_emp,328385,,,TRUE
G,Governor,Z_G,0.00218461460237114,0.00488215564407996,0.4474692659625,0.684872468521965,0.200228743981019,0.654536589800109,FALSE,s_emp,328385,,,TRUE
P,President,Z_P,0.0390513347443665,0.0140270484170943,2.78400227782602,0.0687611158031569,7.75066868294049,0.00536959442724013,TRUE,s_emp,328385,,,TRUE
MG,Mayor x Governor,Z_MG,0.000689095489392944,0.00796372650022782,0.0865292761338841,0.936497476767832,0.00748731562825397,0.931045740835978,FALSE,s_emp,328385,,,TRUE
MP,Mayor x President,Z_MP,-0.0191229587313102,0.0129422880749472,-1.47755625748488,0.236040768970186,2.18317249403274,0.139527616618448,FALSE,s_emp,328385,,,TRUE
GP,Governor x President,Z_GP,-0.00723644781814546,0.0187966012273313,-0.384987037317325,0.72591944615166,0.148215018902371,0.7002472864175,FALSE,s_emp,328385,,,TRUE
MGP,Mayor x Gov. x President,Z_MGP,-0.00258371271594091,0.0116078078266164,-0.222584036067217,0.838152395291989,0.0495436531119723,0.823859410360571,FALSE,s_emp,328385,,,TRUE
