channel,channel_label,coef,se,F_partial,p_partial,volume_relevant,taxonomy
M,Mayor,-0.429773536938778,0.213093627021891,4.06760168067028,0.0437165066258908,TRUE,policy_block_size_bin
G,Governor,0.376397130758926,0.237039418380315,2.52145639849326,0.11231062138692,FALSE,policy_block_size_bin
P,President,-0.237002317934164,0.188320915204208,1.58382821301144,0.208213665646182,FALSE,policy_block_size_bin
MG,Mayor x Governor,-0.777239302348081,0.355512434613155,4.77969204104748,0.0288000490955878,TRUE,policy_block_size_bin
MP,Mayor x President,-0.100276400533506,0.241084713935518,0.173004788324084,0.677456121818501,FALSE,policy_block_size_bin
GP,Governor x President,-0.205936912845225,0.362293650758071,0.323107433782414,0.569747683842716,FALSE,policy_block_size_bin
MGP,Mayor x Gov. x President,-0.224149046265182,0.312596438512299,0.51416882290588,0.4733417667575,FALSE,policy_block_size_bin
