channel,channel_label,term,coef,se,tstat,pval,F_partial,p_partial,relevant_5pc,n_obs,joint_F_7chan,joint_p_7chan,joint_rank_deficient
M,Mayor,Zbar_M,0.0458057766785786,0.252236260027838,0.181598699066991,0.855904309865551,0.0329780875028236,0.85589811263478,FALSE,88694,1.74947518490183,0.0927601036594537,FALSE
G,Governor,Zbar_G,1.19321889095711,0.558635895792453,2.13595098335825,0.0327270969555617,4.56228660330909,0.0326863220228803,TRUE,88694,1.74947518490183,0.0927601036594537,FALSE
P,President,Zbar_P,0.0289239291560401,0.29911643306082,0.0966978940610692,0.922969808149477,0.00935048271584577,0.922966545400308,FALSE,88694,1.74947518490183,0.0927601036594537,FALSE
MG,Mayor x Governor,Zbar_MG,-1.79895591671535,0.856972846628604,-2.09919826957479,0.0358445377672448,4.4066333749858,0.0358024341552622,TRUE,88694,1.74947518490183,0.0927601036594537,FALSE
MP,Mayor x President,Zbar_MP,-0.209304680524244,0.567834046935445,-0.368601850582657,0.712438592867561,0.135867324252959,0.712425454667464,FALSE,88694,1.74947518490183,0.0927601036594537,FALSE
GP,Governor x President,Zbar_GP,-1.2531259031514,0.852112328764388,-1.47061116339967,0.141453064221794,2.16269719391574,0.141400088178414,FALSE,88694,1.74947518490183,0.0927601036594537,FALSE
MGP,Mayor x Gov. x President,Zbar_MGP,1.90919782406467,1.25063587492084,1.52658168724411,0.126922118474066,2.33045164782909,0.126868868146073,FALSE,88694,1.74947518490183,0.0927601036594537,FALSE
