canonical_slug,family,outcome,exposure,weighting,baseline,alignment,time_variation,sample,depvar,n_obs,n_combos_run,n_combos_failed,wald_f_min,wald_f_max,elapsed_fit_sec,elapsed_table_sec,elapsed_summary_sec,elapsed_sec,status,skip_reason,tex_path,md_path
firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__bottom_3q__binary,interaction,bndes_extensive,binary,emp_share_weighted,cycle_specific,party,levels,bottom_3q,has_bndes_fmt,2814479,3,0,0.189416253163147,0.417852370835429,94.28,0.0199999999999818,0,94.3,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__bottom_3q__binary.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__bottom_3q__pooled_count,interaction,bndes_extensive,pooled_count,emp_share_weighted,cycle_specific,party,levels,bottom_3q,has_bndes_fmt,2814479,3,0,1.37283079767017,1.94831083599532,96.3,0.0199999999999818,0,96.3199999999999,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__bottom_3q__pooled_count.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__top_q4__binary,interaction,bndes_extensive,binary,emp_share_weighted,cycle_specific,party,levels,top_q4,has_bndes_fmt,20483210,3,0,0.326820330807684,1.61911773650298,246.75,0.0299999999999727,0,246.78,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__top_q4__binary.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__top_q4__pooled_count,interaction,bndes_extensive,pooled_count,emp_share_weighted,cycle_specific,party,levels,top_q4,has_bndes_fmt,20483210,3,0,0.121794986847082,1.48334358882936,252.28,0.00999999999999091,0.0199999999999818,252.31,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__emp_share_weighted__top_q4__pooled_count.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__bottom_3q__binary,interaction,bndes_extensive,binary,unweighted,cycle_specific,party,levels,bottom_3q,has_bndes_fmt,5197189,3,0,0.978312914875037,1.22791914900336,59.4,0.329999999999998,0.0600000000000023,59.79,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__bottom_3q__binary.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__bottom_3q__pooled_count,interaction,bndes_extensive,pooled_count,unweighted,cycle_specific,party,levels,bottom_3q,has_bndes_fmt,5197189,3,0,5.11287726538169,6.66884227649825,54.63,0.039999999999992,0,54.67,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__bottom_3q__pooled_count.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__top_q4__binary,interaction,bndes_extensive,binary,unweighted,cycle_specific,party,levels,top_q4,has_bndes_fmt,37924455,3,0,1.82901782469058,2.41415551893319,162.15,0.189999999999998,0.0600000000000023,162.4,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__top_q4__binary.tex,
firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__top_q4__pooled_count,interaction,bndes_extensive,pooled_count,unweighted,cycle_specific,party,levels,top_q4,has_bndes_fmt,37924455,3,0,9.55830903384185,13.1298518778798,165.45,0.0600000000000023,0.0199999999999818,165.55,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__bndes_extensive__party__cycle_specific__unweighted__top_q4__pooled_count.tex,
firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__bottom_3q__binary,interaction,employment_share,binary,emp_share_weighted,cycle_specific,coalition,levels,bottom_3q,emp_share_muni_rais,2649020,3,0,7.97859984223093,12.2794372879471,94.1500000000001,0.0199999999999818,0,94.1700000000001,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__bottom_3q__binary.tex,
firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__bottom_3q__pooled_count,interaction,employment_share,pooled_count,emp_share_weighted,cycle_specific,coalition,levels,bottom_3q,emp_share_muni_rais,2649020,3,0,3.99427591281158,20.7285212736024,94.6600000000001,0.00999999999999091,0,94.6700000000001,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__bottom_3q__pooled_count.tex,
firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__top_q4__binary,interaction,employment_share,binary,emp_share_weighted,cycle_specific,coalition,levels,top_q4,emp_share_muni_rais,19236053,3,0,4.01509365166107,5.01763940360619,257.08,0.0499999999999545,0.00999999999999091,257.14,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__top_q4__binary.tex,
firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__top_q4__pooled_count,interaction,employment_share,pooled_count,emp_share_weighted,cycle_specific,coalition,levels,top_q4,emp_share_muni_rais,19236053,3,0,0.830218318323718,15.1926271364661,260.05,0.0299999999997453,0,260.08,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__coalition__cycle_specific__emp_share_weighted__top_q4__pooled_count.tex,
firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__bottom_3q__binary,interaction,employment_share,binary,emp_share_weighted,cycle_specific,party,levels,bottom_3q,emp_share_muni_rais,2649020,3,0,2.5743599062954,3.22323787154174,93.5300000000002,0.0299999999997453,0,93.5599999999999,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__bottom_3q__binary.tex,
firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__bottom_3q__pooled_count,interaction,employment_share,pooled_count,emp_share_weighted,cycle_specific,party,levels,bottom_3q,emp_share_muni_rais,2649020,3,0,3.99490145052376,5.18527146347093,92.71,0,0.00999999999976353,92.7199999999998,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__bottom_3q__pooled_count.tex,
